Zip,Median_Value_Per_SQFT_2017-09_to_2018_08_avg,Price_to_Rent_Ratio_2017-09_to_2018-08_avg,Sale_Price_2017-08_to_2018-07_avg
11561,357.3333333,15.2375,531083.3333
18042,89.91666667,9.023333333,128841.6667
40291,126.5,11.4,188291.6667
8234,103.9166667,10.125,
21701,177.3333333,13.18083333,265600
33134,334.1666667,14.805,456058.3333
24153,114.5,11.67416667,
61820,96.58333333,9.271666667,
79762,99.91666667,7.3125,
60193,180.9166667,11.49666667,215825
77901,76.16666667,7.575833333,
72756,96.91666667,11.92,
7726,200.3333333,14.24416667,
77080,139.25,12.02916667,
30039,83,10.91416667,171290.9091
89436,189.25,16.95,
33928,169.25,11.7875,286525
19701,134.5833333,13.85083333,253350
30120,95.25,11.73916667,162583.3333
28212,100.0833333,11.115,147650
49503,112.6666667,9.755833333,161191.6667
84770,152.75,14.03166667,
17050,130.8333333,12.48166667,264725
32955,132.0833333,12.635,234041.6667
98092,199.6666667,15.70083333,389925
33445,133.5,8.978333333,169366.6667
27520,110.4166667,11.97,
92064,377.9166667,20.73083333,703408.3333
33917,126.4166667,10.71083333,180125
46901,58.41666667,8.115,
30813,88.5,11.55,
12603,143.1666667,10.09916667,
60651,124.3333333,10.22416667,
31909,79.25,10.955,
32404,102.0833333,11.78416667,
2127,645.3333333,19.335,679450
92833,383,18.54166667,592000
33417,82.25,5.365,
75013,131.8333333,14.42916667,413483.3333
92054,426.6666667,19.58083333,604491.6667
33410,203.5,12.36166667,343141.6667
85249,158.0833333,16.34166667,384358.3333
53221,123.4166667,9.941666667,149866.6667
95825,215.5,14.475,
19805,105.9166667,10.86666667,
43017,151.9166667,12.55416667,330358.3333
91765,373.8333333,21.85583333,607983.3333
55304,195.1666667,13.5925,283441.6667
27030,40.5,9.4825,
33484,109.0833333,7.546666667,128133.3333
78412,94.91666667,8.565833333,
32526,84.83333333,11.6075,
30228,74.16666667,10.46583333,
49441,92.66666667,10.96416667,
28054,84.16666667,10.4275,
64055,100.5833333,9.1825,132083.3333
27127,82.16666667,10.03166667,
60188,147.5833333,11.18416667,231033.3333
61701,79.25,9.136666667,
46902,67,8.766666667,
45342,94.91666667,10.01166667,
32507,109.5833333,13.555,
75165,108.4166667,10.22666667,214066.6667
84074,175.5833333,13.205,
85716,142.8333333,13.825,186016.6667
85295,147.0833333,15.99833333,294041.6667
30680,93.91666667,11.3275,159716.6667
21093,209.5833333,14.185,349333.3333
32714,124.1666667,11.65083333,
93711,163.9166667,16.76,339750
92544,157.1666667,14.36166667,254591.6667
79707,133.1666667,8.5475,
18017,132,11.85833333,204475
63368,129,12.20083333,250658.3333
85296,151.5833333,15.93083333,296083.3333
97303,171.5,14.56833333,
77055,204.9166667,12.775,
82001,186.3333333,13.38166667,
70433,116.5,11.73083333,238441.6667
94521,379.9166667,18.85583333,
19401,100.5833333,8.965,
27320,66,10.53333333,
11435,382.5833333,19.15833333,
40219,109.5,10.44083333,133625
15221,60.25,8.28,
55406,227.1666667,12.84666667,240808.3333
1085,152.25,11.74666667,214725
35216,135.0833333,13.2475,
98058,238.75,16.64083333,421175
27292,80.41666667,10.80916667,
55379,160.5833333,12.68,239283.3333
60477,141.0833333,9.521666667,180275
78744,147.8333333,10.80166667,
44122,107.9166667,10.37833333,
78852,99.75,8.584166667,
1420,135.0833333,11.03916667,189841.6667
72703,113.25,12.55666667,
53051,154.0833333,12.63,258766.6667
30126,105.0833333,11.765,236783.3333
60025,263.25,14.28166667,
10977,288.0833333,13.5525,432708.3333
28304,64.08333333,10.42416667,
2149,289.6666667,14.975,399008.3333
34145,356.6666667,9.269166667,
77498,100.75,10.57,
7036,261,13.64666667,
90275,598.75,23.97583333,1223716.667
87031,92.08333333,11.17666667,
55110,185.8333333,13.28166667,249500
78232,124.4166667,11.97416667,262366.6667
85027,152,14.225,207841.6667
34119,186.3333333,10.46083333,
92127,372.0833333,20.90333333,866375
46368,104.0833333,9.218333333,164908.3333
95136,559,24.28583333,927658.3333
11550,234.9166667,10.78,298908.3333
48430,136.0833333,12.38666667,
76522,67.16666667,8.9675,
91605,380.75,16.61083333,549991.6667
97477,179.9166667,14.86333333,
97217,311,18.5275,430191.6667
2130,487.4166667,18.71666667,576308.3333
85635,85.5,13.405,
85015,128.3333333,13.45333333,
6360,102.0833333,11.0475,
33624,140.1666667,12.84666667,215258.3333
27893,65.83333333,8.815,
28411,139.5,13.3025,
92660,731.0833333,22.76333333,1810225
79423,89.91666667,9.370833333,
72758,107.5833333,12.60833333,
32304,72.5,8.2075,
27295,89.58333333,10.93833333,
93304,120.3333333,11.8325,149383.3333
80909,196.25,14.29333333,231975
48146,68.66666667,7.256666667,67608.33333
98223,235.75,16.27833333,357283.3333
46037,104.8333333,11.40333333,295916.6667
8861,145.6666667,11.44916667,233183.3333
60120,119.9166667,9.471666667,166733.3333
78574,66.83333333,8.47,
28115,107.75,12.555,205341.6667
95826,222,16.13,310025
36608,82.83333333,10.51583333,
60707,188.5833333,12.01583333,236716.6667
50266,133.6666667,11.25,226066.6667
2472,429.75,19.3975,559683.3333
80022,207.8333333,13.86083333,348700
22901,185.0833333,15.28333333,
85051,117.1666667,12.9725,177425
94025,1349.25,33.49833333,2339391.667
34761,124.4166667,12.77916667,251341.6667
84121,255.8333333,16.43,383258.3333
33771,129.0833333,10.57166667,159091.6667
85704,144.8333333,15.69166667,236583.3333
85745,130.8333333,14.11,209941.6667
90804,437.3333333,17.02916667,
39047,108.5833333,9.905,
17042,106.4166667,11.67833333,
32738,107.6666667,10.98333333,159175
22801,134.3333333,15.44583333,
79925,81.91666667,10.33916667,140450
32818,113.1666667,11.98666667,182275
29577,121.4166667,9.78,
75050,100.4166667,9.675833333,
90745,346.4166667,16.61583333,479616.6667
85730,109.75,12.19333333,154616.6667
93611,167.9166667,16.27583333,317508.3333
55119,156.6666667,11.88083333,198625
30134,82.91666667,9.833333333,137383.3333
36301,66.66666667,10.91416667,
95667,237.75,17.29333333,396216.6667
20032,242.25,12.635,
38125,76.75,10.28166667,163000
43065,147.1666667,12.52083333,326800
99504,175.5,12.24,
95127,568,20.72416667,759583.3333
32207,110.5,11.78833333,
63385,133,11.75,220225
20748,170.5833333,11.73583333,207208.3333
76021,130.5833333,11.82666667,251166.6667
80021,259.5833333,15.64833333,361266.6667
77044,91.58333333,9.399166667,224958.3333
80906,193,16.37833333,322850
84010,220.1666667,14.3125,
95821,224.0833333,16.68166667,325091.6667
83501,103.3333333,12.915,
38134,73.66666667,9.683333333,128100
98036,310.5833333,18.71583333,483491.6667
95240,220.9166667,16.81,299533.3333
10001,1596.666667,26.74416667,
98503,162.8333333,14.28916667,
21045,205.25,13.415,
14624,96.66666667,7.7025,126600
48047,125.0833333,12.14916667,195400
30115,124.25,13.4225,272083.3333
73112,91.16666667,9.9625,123691.6667
38671,71.83333333,8.059166667,
32707,133.5833333,12.44916667,204641.6667
94901,589.6666667,21.58416667,
94606,544.6666667,19.66083333,
60563,166.4166667,12.6875,
95476,517.25,20.8075,
33040,445.5,13.985,
46385,120.5833333,10.63833333,219550
95111,553,19.935,721808.3333
30316,189.0833333,13.69833333,269541.6667
43213,83.83333333,8.3225,
45373,93.41666667,11.31,156500
49203,83.91666667,9.783333333,
92506,251.3333333,17.0325,437166.6667
86314,156.8333333,14.49833333,
60540,175.8333333,13.765,377691.6667
92040,307.6666667,17.5875,484433.3333
38127,31.25,6.529166667,30991.66667
95062,656.3333333,23.47166667,
78526,73.83333333,8.5725,
90815,460.1666667,20.98083333,653483.3333
22033,268.5,17.22666667,450925
19709,135.25,14.865,
85226,169.75,15.895,
7753,187.0833333,11.4575,
55423,214.8333333,12.1925,238133.3333
76513,98.58333333,10.60333333,
91764,298.0833333,16.60333333,380966.6667
75028,138.3333333,13.01166667,333116.6667
12601,128.3333333,9.453333333,
75044,119.1666667,11.95083333,224725
95926,204.75,16.84166667,
32724,113.75,11.32833333,186866.6667
72450,65.58333333,10.2075,
83706,183.75,15.19916667,254750
95023,293,18.86416667,551283.3333
30019,98.25,13.25416667,244518.1818
30165,67.5,10.72166667,
60653,160.5833333,12.03,
27105,50.58333333,8.890833333,
78217,104.5833333,10.2675,162758.3333
71854,61.16666667,10.81833333,
70458,90.41666667,9.861666667,161383.3333
60654,468.3333333,12.71583333,440925
76904,102.5833333,9.874166667,
60090,165,9.985833333,195250
8094,106.8333333,9.665,158658.3333
33428,173,11.50083333,278466.6667
90029,613.6666667,22.57166667,
33881,86.25,9.943333333,
49508,117.9166667,11.8,172891.6667
48105,198.5833333,14.05166667,
7307,361.4166667,17.9775,
19082,62.41666667,6.175,
80227,233.4166667,15.60083333,308516.6667
27530,53.75,8.350833333,
98382,192,17.05,
74136,81.66666667,11.28083333,
61704,100,11.01583333,
64133,87.66666667,9.036666667,114875
19130,307.25,16.195,353841.6667
33016,174.0833333,9.2525,189675
71203,80.66666667,11.11,
30152,117.9166667,12.99583333,246783.3333
50315,117.1666667,8.955,125641.6667
10026,1059.833333,26.53666667,
46219,77.08333333,8.635,
73170,98.5,10.96416667,174341.6667
89128,144.0833333,15.3975,
12401,119.6666667,9.0525,
76107,188.4166667,11.85666667,
89015,155.9166667,15.90083333,230666.6667
63701,81.16666667,13.26916667,
28803,184.5,14.83666667,
37363,122.3333333,11.74666667,261833.3333
8902,184.6666667,11.70583333,269708.3333
78413,101.3333333,9.414166667,
93455,239.6666667,17.175,
30084,117.0833333,12.58833333,214241.6667
33611,187.5,13.58166667,
40220,127.4166667,11.46166667,180325
2139,773.6666667,22.93333333,766377.7778
46203,67.08333333,7.496666667,
94608,658.75,19.51583333,
8360,93.83333333,9.394166667,
48310,125.6666667,11.30333333,198675
94040,1292,38.3075,
61201,66.75,8.9825,
93534,159.9166667,11.65,228666.6667
8012,109.5,9.7675,160033.3333
46224,75.66666667,8.300833333,
19063,189.4166667,14.025,
37174,140.4166667,13.87333333,
44512,68.5,9.196666667,
92025,302.25,17.72166667,500191.6667
97224,213.75,17.61083333,410058.3333
11249,1217.75,27.18083333,
28273,108.5833333,11.94083333,203275
87505,209,14.38,
1040,119.9166667,10.9025,181325
63114,76.08333333,8.0075,
70808,141.5,13.93166667,280691.6667
32127,139,12.77666667,227933.3333
97222,217.25,16.08666667,338941.6667
4240,105.0833333,9.065,
7105,146.4166667,17.91083333,
85120,134.4166667,13.67333333,182791.6667
33401,201.25,10.8425,
43110,104.8333333,10.32666667,169366.6667
91320,359.0833333,18.67416667,701400
27330,74.08333333,11.09833333,
33172,166,9.483333333,174650
62521,70.5,6.235833333,
30305,303.5833333,14.65916667,
77060,82.41666667,8.303333333,
23111,138.25,13.2525,233433.3333
91016,468.5833333,20.9075,640590
77338,81.91666667,9.0575,150358.3333
90291,1403.416667,26.31916667,1929275
85286,161.5,16.35916667,357916.6667
21060,179.25,12.31416667,250675
84107,208.3333333,13.86916667,
33032,135,11.44583333,225757.1429
28208,90.5,9.3175,
72712,112.1666667,12.63916667,
80205,402.8333333,17.69083333,458133.3333
33018,190.9166667,11.91666667,312450
80524,249.1666667,18.20416667,
92395,138.0833333,14.55083333,227658.3333
97080,187,15.87666667,352891.6667
80126,229.5,16.80333333,492925
91606,443.6666667,17.425,593891.6667
30252,92.66666667,11.54083333,193466.6667
78041,93.33333333,9.999166667,
31313,77.75,9.649166667,
31405,98.41666667,11.16833333,
30102,106,11.78333333,196050
64804,82.16666667,10.79583333,
34232,158.1666667,11.57333333,216375
80228,270.5,16.6525,422625
91423,578.8333333,20.685,1060866.667
97230,196.3333333,15.0725,317741.6667
14612,95.25,7.949166667,133008.3333
30213,71.25,10.3675,161025
90065,598.0833333,22.24916667,800425
33880,94.83333333,10.23583333,133116.6667
85210,140.5833333,13.23583333,189490.9091
2920,180.6666667,12.59666667,
75075,131.3333333,13.71416667,303608.3333
96826,613.0833333,19.1475,
32547,124.6666667,12.68416667,
96753,550.3333333,18.28416667,
17403,88.75,10.32333333,
2128,407,15.8175,
31210,76.33333333,11.03416667,
37207,138.9166667,11.16416667,197125
33155,243.0833333,13.5575,362283.3333
85302,121.75,13.9625,197870
95928,214.5,17.06416667,
20785,188.9166667,11.39083333,208025
34983,119.75,11.19,
35630,56.08333333,10.09333333,
2138,806.5833333,23.79833333,
32506,78.66666667,11.12333333,
33193,166.8333333,11.7375,
33131,398.5833333,13.31666667,
58078,188.4166667,13.76833333,
78006,155.4166667,13.72083333,
29461,109.5,11.67666667,
8857,205.1666667,12.64916667,324908.3333
94404,869.75,30.75583333,1285275
50023,149.3333333,10.96166667,
95126,711.9166667,25.56666667,978208.3333
20743,182.5833333,11.16,193941.6667
53219,119.1666667,9.556666667,134883.3333
76119,81,6.179166667,
92557,189.9166667,14.925,323825
92584,176,15.65,381244.4444
48917,97.91666667,10.90833333,
94116,955.5,27.7475,1366658.333
94804,428.5833333,15.48916667,452583.3333
36330,69.41666667,10.18083333,
14225,91.25,8.44,
27704,104.4166667,11.07166667,
85086,153.75,15.9525,324166.6667
33133,376.0833333,15.00333333,
23231,110.4166667,11.64583333,175125
98584,157.0833333,14.98166667,
33014,176.6666667,10.84833333,245708.3333
98908,166.6666667,15.2175,
84020,231.3333333,16.89666667,438075
95050,853.5,30.58083333,1209191.667
53154,124,9.540833333,
60302,253.0833333,13.99333333,283900
64801,77.66666667,9.185,
92069,316.9166667,17.84583333,550325
75060,113.25,9.9375,189333.3333
46835,81.25,8.970833333,
75154,109.9166667,10.5325,232633.3333
77096,156.9166667,12.11166667,
60409,68.41666667,5.6475,
92084,300.8333333,18.3175,537675
30458,70.08333333,10.61083333,
76262,137.8333333,12.78416667,376108.3333
33702,155.3333333,11.4525,188283.3333
76180,113.0833333,10.92416667,213875
95404,407.1666667,19.21333333,
90292,713.9166667,21.02666667,1054658.333
90723,337.3333333,15.60666667,334041.6667
27502,149.1666667,16.11833333,309325
34653,89.91666667,9.944166667,121708.3333
62526,55,5.640833333,
90069,775.0833333,19.46083333,1007166.667
44145,119.3333333,10.53166667,
60068,240.1666667,14.55833333,395866.6667
78154,106.4166667,10.93083333,219775
71291,93.66666667,12.51083333,
87144,111.5,11.74333333,189191.6667
28607,134.75,14.15083333,
94551,489.5,20.7875,718183.3333
21208,144.1666667,11.77833333,226091.6667
34110,196.0833333,8.633333333,
98026,351.5,19.635,527291.6667
90262,342.9166667,15.79583333,411033.3333
91913,283.5833333,17.4075,509125
40515,113.75,12.31416667,
63304,137.25,11.95083333,228808.3333
89012,178,16.84666667,323800
92019,305.5,17.67916667,493641.6667
19966,135,13.03083333,
30338,184.0833333,15.27416667,422725
90501,451.5,19.89,671900
95403,349.3333333,16.35333333,
35226,130.25,13.36666667,256466.6667
33952,100.5833333,9.54,
90405,1060,24.23833333,
48154,139.9166667,12.34333333,210216.6667
11365,619.4166667,26.81916667,
93313,135,13.67416667,258258.3333
91732,352.4166667,18.62833333,505800
43147,110.5833333,11.57333333,
87401,119.0833333,11.91333333,
89523,214,17.62833333,
44146,71,8.3225,89958.33333
84047,221.6666667,13.57916667,268375
28625,96.41666667,11.43416667,157133.3333
60031,124.6666667,10.66583333,241733.3333
55369,210.0833333,12.57416667,259500
77642,46.58333333,6.279166667,
8844,205.3333333,14.22166667,
84096,222.3333333,15.22333333,366733.3333
80203,367.6666667,15.90916667,338658.3333
97305,160.5,14.0225,
75081,130.8333333,12.71833333,258200
85614,106.4166667,11.93833333,160583.3333
11103,745.8333333,31.1575,
21014,168.25,13.37083333,
50317,112.5,8.724166667,119458.3333
73110,72.66666667,8.46,78283.33333
90740,496.75,22.10333333,927883.3333
80247,196,12.57416667,218183.3333
19958,168.5,16.56583333,
78749,178.25,14.41833333,347733.3333
55330,210.6666667,13.3825,
63119,179.9166667,13.13083333,241341.6667
38018,84.83333333,10.31833333,163200
99206,184.8333333,14.14666667,228816.6667
30294,68.33333333,10.21333333,
37643,80.91666667,10.04666667,
33613,119.1666667,11.20416667,
55407,195.6666667,12.075,230475
92308,140.1666667,14.665,225816.6667
89149,145.4166667,16.1525,253116.6667
94578,475.75,19.06666667,617066.6667
97128,185.4166667,15.6825,303158.3333
76210,114.5833333,12.15333333,252475
20814,431.6666667,19.4075,716433.3333
29063,108.1666667,10.06333333,162300
86442,104.25,11.91,
17404,96.75,10.13333333,
48423,105.3333333,11.65416667,
60074,182.25,10.36,
86004,195.3333333,16.11416667,
46260,97.58333333,10.74666667,
30701,78,10.28583333,
89104,131.1666667,13.255,195016.6667
10013,1780.166667,28.14833333,3391950
38118,52.25,7.974166667,
23831,113.75,12.39166667,220041.6667
48127,118.5833333,10.73,133991.6667
53188,138.6666667,12.80166667,232508.3333
92307,136,15.33333333,252725
29209,86,9.540833333,128125
73401,60.16666667,9.685,
40272,97.58333333,10.0375,123675
28214,98.33333333,11.07916667,167108.3333
94044,755.6666667,23.335,979725
23060,145.1666667,14.12166667,273575
48239,80.41666667,8.4175,
75069,148.6666667,12.70583333,
53218,61.66666667,6.074166667,
77065,90.33333333,10.0075,
17112,120.25,11.9225,197291.6667
6450,123.6666667,9.278333333,151216.6667
90638,387.8333333,18.8625,568808.3333
93726,133.8333333,12.955,190933.3333
33573,106.3333333,10.85333333,171644.4444
38002,98.41666667,12.00166667,247858.3333
11367,573.25,24.77083333,
98502,190.25,15.84916667,
46112,103.6666667,10.3,
90008,453.6666667,21.06833333,748875
37214,142,12.29583333,204083.3333
95757,196.1666667,18.4425,457825
98087,260.9166667,17.63,429291.6667
32163,170.5833333,10.04166667,
10950,177.6666667,10.8675,287627.2727
90241,363.5,19.63166667,583375
80004,281.6666667,16.2525,394883.3333
27560,145.8333333,16.02583333,298275
98374,176.8333333,14.9975,327608.3333
92262,252.0833333,14.02333333,376083.3333
77471,97.33333333,9.060833333,197958.3333
99352,161.5,16.51166667,
83201,136.25,11.78083333,
66212,143.1666667,10.88333333,
91401,455.0833333,19.61333333,742350
30269,143.8333333,13.11,312525
52240,161,10.94666667,
27217,73.16666667,10.49166667,
20016,548.9166667,20.96916667,874408.3333
55987,100.5,13.5875,
92840,387.75,17.99833333,560641.6667
93940,490,21.84333333,
90266,1084.083333,25.27166667,2335825
95973,211.6666667,16.84,
19115,158.25,13.4375,219883.3333
94523,455.5,20.98416667,714891.6667
94582,471.6666667,23.3775,1085366.667
91205,524,19.1625,
92505,252.6666667,16.38666667,387125
93030,287.9166667,16.88,499600
63146,131.6666667,12.0225,215466.6667
1760,327.5833333,17.63,519666.6667
94123,1432.5,29.45083333,
6106,105.25,6.101666667,
75501,51.5,6.569166667,
3103,167.5,10.90833333,
58503,216.9166667,17.52083333,
98056,301.0833333,19.08833333,
75220,196.5,12.735,
83815,140.9166667,13.99916667,
15206,125.25,11.91833333,
89431,185.9166667,14.80083333,
91767,311.3333333,16.455,418225
33707,177.0833333,12.2125,194808.3333
92705,403.8333333,21.6175,927808.3333
91360,375.9166667,18.57666667,664600
60047,169.6666667,13.09,419041.6667
92649,516.6666667,20.78166667,790625
95691,216.6666667,17.11666667,374258.3333
92821,368.5833333,19.5075,682608.3333
68104,98.41666667,8.829166667,
17013,108.6666667,11.24333333,160100
60030,121.25,10.17583333,212333.3333
30092,128.8333333,14.41333333,304375
26508,119.0833333,12.255,
91604,667.75,21.81333333,1212200
94560,587.6666667,23.54583333,816250
8901,168.9166667,11.37583333,
98366,212.8333333,15.30833333,
11102,863.5,22.7975,
59405,160.75,11.4875,
21042,237.75,16.83916667,557383.3333
83401,93.91666667,11.62083333,
20707,181.6666667,12.64,263441.6667
13027,103.5,8.815833333,
22015,290.6666667,17.19666667,466458.3333
89032,133.5,15.21833333,219208.3333
92373,264.0833333,17.55166667,469941.6667
38301,39.41666667,7.990833333,
2909,138.25,9.616666667,162941.6667
21244,143.3333333,10.435,194675
90403,945.1666667,23.51,1387966.667
43402,97.83333333,10.01833333,
12020,161,11.2725,
33010,182.1666667,12.21583333,
44095,92.16666667,8.840833333,
55082,204,13.96833333,319391.6667
80204,369.0833333,16.04333333,401308.3333
8096,108.6666667,8.9925,
37919,116.8333333,13.13583333,
94303,1310.25,34.66833333,
78218,94,9.565833333,
40207,169.0833333,13.5575,286708.3333
43221,208.9166667,13.0875,296325
10304,360.25,20.09166667,
29466,188.6666667,14.52916667,397458.3333
74014,89.5,10.6075,158216.6667
95991,158.5,15.56416667,
58102,153.6666667,11.4075,
96701,461.9166667,24.54833333,
98198,239.75,15.28166667,361566.6667
47403,106.5,10.56833333,
72023,84.75,11.5475,
85042,132.0833333,13.58583333,225466.6667
80221,304.5,14.05416667,322716.6667
90505,537.9166667,23.10333333,883550
72120,81.25,10.96833333,
89506,178.9166667,14.96916667,
10035,876.5,26.34166667,
12901,103.0833333,7.424166667,
18018,105.9166667,9.724166667,154425
90808,458.5833333,20.8975,668275
60564,147.0833333,11.91666667,407408.3333
33710,156.8333333,11.995,188183.3333
95833,209,15.3525,290191.6667
60103,139.0833333,11.85083333,261200
78586,56.91666667,6.776666667,
95843,204.9166667,16.44416667,334000
77356,113.25,11.32666667,234975
84123,215,14.05416667,256308.3333
89139,146.8333333,16.46666667,
33884,104.6666667,11.90333333,170991.6667
8302,88.75,9.2025,
30033,197.5833333,15.00916667,321041.6667
43614,75.08333333,9.58,
29605,96.41666667,10.355,181550
60137,204.8333333,13.64416667,358808.3333
98107,562.9166667,23.41333333,756900
20120,253.75,16.94333333,432558.3333
18966,178,13.64333333,324216.6667
97526,169.1666667,16.57083333,
97527,174.1666667,17.0025,
27534,73.5,9.980833333,
28405,128.8333333,12.35916667,
40391,90.5,10.79,
22031,316.3333333,17.75,559300
95129,1093.25,39.07333333,1748391.667
18704,64.25,9.7125,
28348,86,12.675,
33309,152.25,10.49333333,183591.6667
17011,121.75,11.50583333,190850
44121,62.66666667,7.4075,85725
77054,121.5,9.673333333,
80128,238.6666667,15.77666667,364150
98117,524.75,24.81833333,759866.6667
78418,135.25,9.749166667,
29650,107.25,11.94,214225
85379,120.8333333,14.95833333,241716.6667
47714,71.25,8.284166667,
23235,123.0833333,12.775,228675
85233,156.0833333,15.93416667,281900
91387,284.9166667,16.89083333,530666.6667
47630,96.91666667,9.865833333,
80916,161.8333333,13.21666667,209175
30180,89.5,11.07916667,155566.6667
36526,98.83333333,11.2225,
89102,138.8333333,13.51333333,
96707,435.75,20.92583333,
28792,135,13.885,
10583,465.0833333,14.325,
12590,183,10.82416667,
66048,92.08333333,9.345833333,
21113,195.4166667,12.9175,294283.3333
2184,283.25,16.13416667,451633.3333
15401,73.66666667,11.22666667,
32084,133.3333333,11.1475,204116.6667
1852,188,11.58666667,252025
13501,69.5,7.4325,
31406,94.08333333,11.0075,
21403,259.25,16.04,370216.6667
42104,107.5833333,12.695,
45503,79.5,10.79083333,
59715,282.75,18.2,
49855,132.8333333,9.8575,
85213,145.3333333,15.86333333,306225
15001,103.4166667,10.755,113066.6667
34109,195.5,8.7125,
6066,129.0833333,10.0475,
80226,274.25,16.05,353075
82009,197.5,15.77333333,
97322,168.6666667,13.64583333,
71360,81.75,12.17583333,
48186,103.4166667,9.468333333,
85718,188.1666667,16.25333333,402741.6667
85138,97.83333333,13.85833333,189825
22980,118.5,11.6825,
33950,181.1666667,11.89083333,
45458,110.1666667,10.54916667,
92058,312.6666667,16.74,403691.6667
60202,250.9166667,12.42083333,
98006,420.3333333,26.735,1000483.333
17402,106,11.35583333,
37922,112.8333333,13.90416667,
21157,172.5833333,14.16416667,267141.6667
99507,193.8333333,12.66083333,
77079,163.5833333,12.0275,
3820,183.3333333,11.8825,282200
30189,119.25,12.92416667,241483.3333
31602,68.16666667,10.26,
10075,1397.416667,27.24833333,
98032,223.5,14.78666667,311025
84120,226.25,13.07083333,266583.3333
93612,158.5833333,14.1725,222516.6667
1545,240.4166667,16.3,366766.6667
95307,178.5833333,16.13583333,
98155,342,21.075,567116.6667
77092,140,11.03,
92102,437.75,16.86,412683.3333
50265,136.8333333,10.83583333,207450
72762,98.58333333,11.605,
84401,172.75,13.37666667,
32114,81.5,7.765,
94583,509.3333333,22.4575,900108.3333
70817,118.75,12.5425,215008.3333
21784,211,15.4575,354375
2446,703.5,21.68,817908.3333
60504,130.0833333,10.41583333,209658.3333
34491,112.0833333,11.70416667,
33756,146.1666667,11.60833333,189733.3333
77006,209.5833333,12.08916667,440325
28303,66.08333333,11.13666667,
85257,200.5,16.255,299116.6667
23323,140.75,13.12666667,254508.3333
10301,350.6666667,20.59083333,475975
78541,73.41666667,8.538333333,
98059,282.0833333,19.88333333,570500
34285,201.25,9.769166667,233033.3333
88001,81.75,10.86583333,
84106,307.8333333,15.63,344491.6667
54311,121.3333333,12.365,
80112,246.5833333,16.39166667,404841.6667
8332,86.91666667,8.465,
8807,225.25,14.61333333,
30329,210,15.55333333,355608.3333
2864,196.8333333,13.85583333,
3102,162.6666667,10.76833333,
32812,142.4166667,12.85166667,228200
20109,195.4166667,13.37583333,263991.6667
32250,234.25,14.83416667,359541.6667
97404,181.4166667,15.72333333,
90744,356.1666667,15.5125,
50010,146.1666667,11.14583333,
80920,179.9166667,15.73166667,322650
97478,185.8333333,15.0125,
77074,103.8333333,9.168333333,
80003,285.5,15.32583333,354783.3333
30087,81.83333333,11.355,184550
59801,228.5,15.63833333,
80031,232.75,15.12416667,347475
93619,187.8333333,16.97333333,380533.3333
34243,156.5833333,12.35333333,260558.3333
53186,124,12.57833333,
44221,94,9.596666667,119100
32503,99.66666667,12.55166667,
63010,138.3333333,10.77666667,160450
3104,162.1666667,11.5575,
72143,73.91666667,12.27083333,
63125,113.25,9.984166667,124500
88011,109.5,13.07,
78610,137.6666667,12.14166667,252483.3333
80206,427.3333333,20.71333333,583916.6667
33060,177.1666667,11.33666667,
63109,148.8333333,12.52166667,173866.6667
13126,61.33333333,6.94,
19904,107.6666667,11.90916667,
75038,132.4166667,12.025,
16601,60.41666667,9.959166667,
34208,136,10.40166667,
27104,112.4166667,12.4625,198441.6667
44266,85.66666667,9.73,
17111,111.8333333,10.73416667,167700
75701,81.41666667,10.90333333,
77056,229.9166667,12.3075,
31904,69.66666667,10.38333333,
53212,90.25,9.249166667,
47802,66,9.080833333,
91748,376,20.475,635983.3333
62234,88.08333333,10.18833333,115433.3333
99223,201.75,15.5175,259575
66614,103.6666667,9.369166667,
7060,141.9166667,11.80666667,
39042,102.9166667,9.834166667,
55414,219.75,11.69083333,
95128,803.6666667,27.9575,1054958.333
11590,289.8333333,13.77583333,446566.6667
28677,81.5,11.28916667,128125
60586,114.5833333,10.4525,226516.6667
92543,161.1666667,13.03083333,207441.6667
30238,61.66666667,9.323333333,104100
11520,232.3333333,11.18666667,344083.3333
91306,351.4166667,16.60416667,537116.6667
33462,162,11.30333333,220191.6667
76706,89.83333333,9.151666667,
15212,58.58333333,7.946666667,
59601,179.8333333,13.99583333,
85746,101.4166667,12.28333333,156116.6667
34108,398.6666667,9.383333333,
68521,144.9166667,10.91833333,
35244,122.75,13.3975,271833.3333
24540,57.91666667,6.565833333,
44004,58.58333333,6.754166667,
92591,213,16.56416667,437366.6667
30046,93.25,10.77166667,169500
33140,449.8333333,14.74166667,
6513,106.4166667,8.315833333,133816.6667
23503,134.6666667,12.40333333,189025
94954,388.5833333,18.73,
53151,148.9166667,13.0125,253900
34759,102.4166667,11.16166667,164166.6667
48124,133.5833333,10.22666667,132125
78729,149.5,13.96,285608.3333
97209,510.5833333,19.3925,452575
36532,119.5833333,13.42166667,
46123,102.5833333,10.62333333,203666.6667
63011,146.1666667,13.05833333,293258.3333
57103,158.25,11.6675,
44312,84.25,9.555833333,
85023,145.4166667,14.98916667,236516.6667
98312,212.9166667,15.04416667,
90035,780.1666667,23.67583333,1338908.333
1841,162.75,12.2625,
32082,214.25,13.96416667,
32258,120.75,13.2125,223600
44070,93.25,9.895833333,152150
96792,344.75,17.10416667,
44601,67.33333333,9.020833333,
