Zip,PctPriceCut,DaysOnMarket,BuyerSellerIndex
30121,18.85245902,70,8.766233766
30116,11.36363636,65,3.214285714
30035,9.589041096,81,4.220779221
30017,23.04147465,63,9.220779221
30106,10.09174312,50.5,0.519480519
30009,13.13131313,59.5,2.532467532
30071,15.26717557,50,1.363636364
30314,16.57458564,56,3.441558442
30277,16.20111732,59,4.025974026
30273,8.510638298,77.5,3.766233766
30179,16.16161616,57,3.636363636
30354,11.38211382,62.5,2.207792208
30317,25.49019608,54.5,7.597402597
30276,9.726443769,63,1.818181818
30360,29.35779817,55,8.116883117
30011,15.59139785,63,4.87012987
30656,16.77419355,91,9.285714286
30103,14.63414634,59,2.922077922
30107,16.66666667,67.5,7.142857143
30337,16.07142857,60,4.155844156
30650,10.56338028,77,4.61038961
30204,14.28571429,92.5,7.922077922
30326,19.07894737,69,8.863636364
30620,12.87878788,49,0.779220779
30054,22.34042553,113,10
30268,11.71875,76,5.064935065
30025,14.45783133,101,8.376623377
31064,11.71875,73,4.415584416
30666,4.444444444,74,2.792207792
30290,19.04761905,72,9.025974026
30187,27.17391304,75,9.805194805
30002,13.7254902,45,0.584415584
30145,17.46031746,69.5,8.181818182
30184,25,58,8.636363636
30183,21.875,84.5,9.74025974
30313,9.836065574,48,0.324675325
30363,5.494505495,50,0.194805195
8401,9.234234234,122,2.666666667
8234,18.27956989,99,2.666666667
8330,17.15210356,119,5
8205,14.23611111,113,2.666666667
8037,22,118,8
8232,13.48314607,107,0.666666667
8406,12,114,1.333333333
8203,14.83739837,162,7.333333333
8215,23.2,135,10
8244,14.68926554,125,6
8201,19.16666667,133.5,8.666666667
8402,13.82488479,192,6.666666667
8225,18.44660194,111,4
8221,21.6,109,5
8403,18.65671642,290,9.333333333
30909,7.272727273,86,2.857142857
30907,15.51020408,64,4.285714286
30809,17.84989858,88,9.285714286
29803,12.90801187,93,6.428571429
30813,14.22594142,75,3.571428571
29841,14.64646465,75.5,5.714285714
29801,12.60162602,115.5,7.857142857
30824,11.29032258,144,7.142857143
30830,6.382978723,139,5
29860,10.66666667,71,1.428571429
29829,9.900990099,81,2.142857143
30817,16.66666667,185,10
29851,4.761904762,74,0.714285714
30814,14.63414634,98,8.571428571
78660,21.30718954,48,1.929824561
78613,27.46212121,50,7.192982456
78704,24.1025641,68,8.421052632
78666,21.89189189,59,4.736842105
78745,21.27659574,46,1.228070175
78641,23.66127024,60,6.842105263
78758,20.16129032,41,0.350877193
78741,14.86486486,47,0.175438596
78664,21.25,46,1.052631579
78753,25.51020408,43,3.333333333
78759,28.26086957,53,7.719298246
78748,23.98753894,50,3.859649123
78640,17.07317073,56,2.105263158
78681,24.78386167,50,5.263157895
78665,26.26931567,55,7.543859649
78744,20.65217391,46,0.877192982
78749,20.94594595,42,0.701754386
78610,20.33426184,61,4.035087719
78729,24.08759124,42,2.631578947
78723,32.0855615,47,6.666666667
78727,26.5625,46,4.385964912
78717,21.875,49,2.456140351
78628,27.31182796,70,9.649122807
78731,25.72815534,53,6.49122807
78633,27.47875354,67,9.298245614
78728,23.94366197,42,2.280701754
78703,18.91891892,74.5,5.789473684
78626,15.90909091,54,1.578947368
78602,20.30456853,74,6.140350877
78634,25.99277978,54,7.01754386
78750,28.47222222,54,8.245614035
78746,23.34801762,73,8.070175439
78757,27.22772277,49,6.315789474
78702,22.54901961,60,5.614035088
78734,29.67032967,75.5,10
78738,24.59016393,94,9.473684211
78735,18.32061069,61,3.157894737
78751,23.15789474,55,4.210526316
78754,20.3539823,48,1.403508772
78621,18.70503597,54,1.754385965
78653,18.90547264,57,2.807017544
78620,18.94273128,64,3.50877193
76574,22.5,56,3.684210526
78676,17.15976331,75,5.087719298
78747,14.74358974,49,0.526315789
78737,30.17241379,69,9.824561404
78739,26.98412698,46,4.561403509
78726,25.33333333,59,7.894736842
78732,24.35897436,76,9.122807018
78645,23.52941176,89,8.947368421
78642,23.73737374,74,8.596491228
78669,23.11111111,68,7.368421053
78957,12.67605634,66,2.98245614
78730,24.48979592,68,8.771929825
78736,23.63636364,56,5.438596491
78733,23.28767123,60,5.964912281
78619,15.27777778,88,4.912280702
93306,19.93127148,72.5,5
93307,13.57142857,72.5,1.25
93309,14.81481481,61,0.625
93308,20.20725389,69,4.375
93312,25.5033557,62,6.875
93311,24.44444444,64,7.5
93304,23.47826087,64,5.625
93313,19.68085106,65,2.5
93555,14.87179487,75,3.125
93561,19.45288754,87,9.375
93305,23.65591398,74.5,10
93314,21.54696133,75,8.125
93560,23.07692308,63,3.75
93505,14.79289941,75,1.875
93240,16.66666667,153.5,8.75
93225,19.14893617,81,6.25
21234,25.74525745,73,6.358695652
21117,19.93464052,79,3.586956522
21215,17.15328467,103,6.086956522
21122,25.70093458,74,6.630434783
21222,20.71428571,83,5
21224,29.42898975,93,9.347826087
21061,20.10309278,70,1.847826087
21218,20.71005917,94,7.391304348
21206,21.86495177,95,8.260869565
21228,20.83333333,63,1.52173913
21207,21.07623318,85,6.847826087
21229,17.29957806,84,3.369565217
21044,22.48803828,62,2.608695652
21221,25.90909091,93,9.239130435
21401,20.74468085,83,5.434782609
21043,21.72131148,67,2.282608696
21220,16.98841699,84,3.043478261
21230,25.33333333,103.5,9.565217391
21236,25.12315271,69,4.456521739
21093,22.79411765,73.5,5.217391304
21045,19.02654867,59,0.434782609
21060,25.2,70,5.652173913
21208,17.61363636,88,4.673913043
21014,22.01834862,76,5.760869565
21042,28.57142857,64,5.97826087
21244,16.84210526,82,1.956521739
21113,22.45614035,75.5,5.543478261
21403,18.12080537,84,3.695652174
21157,16.27906977,80,1.413043478
21784,18.77934272,67,0.652173913
21217,17.41573034,88,4.347826087
21136,22.79411765,84,7.5
21227,20.88607595,70,2.5
21239,21.81818182,85,7.282608696
21212,18.56540084,82,3.152173913
21144,21.80451128,74,4.02173913
21237,18.62068966,84.5,4.239130435
21225,23.20441989,94.5,8.695652174
21009,19.01408451,69.5,1.195652174
21075,19.51219512,67,1.086956522
21209,23.94366197,83,7.717391304
21133,25.61983471,92,8.913043478
21201,23.1884058,103,9.130434783
21030,19.51219512,76,2.934782609
21213,14.76793249,84,2.065217391
21216,19.76744186,109,8.043478261
21015,18.97435897,69,0.869565217
21202,11.40939597,108.5,5.326086957
21001,18.8976378,78,2.826086957
21146,21.3592233,75,3.913043478
21114,20.83333333,61,1.304347826
21286,31.44654088,72,7.065217391
21223,17.05069124,87,3.804347826
21040,15.31531532,73,0.326086957
21204,19.31818182,72,1.739130435
21211,33.33333333,74.5,7.608695652
21078,16.77018634,98,5.869565217
21231,21.97802198,92,7.934782609
21037,24.06639004,95,9.02173913
21012,15.52511416,76,0.760869565
21076,27.7486911,84,8.369565217
21158,13.46153846,72,0.217391304
21214,20.85889571,86,6.739130435
21409,22.90502793,78,6.195652174
21050,17.27272727,70.5,0.543478261
21085,28.31858407,99,9.782608696
21108,20.83333333,75,3.47826087
21046,21.51898734,56,1.630434783
21074,14.95327103,69.5,0.108695652
21210,18.34862385,81,2.717391304
21205,17.70833333,101.5,6.52173913
21128,23.14049587,82,7.173913043
21666,24.69879518,104,9.456521739
21054,17.85714286,78,2.173913043
21047,20.89552239,81.5,5.108695652
21102,16.88311688,83,2.391304348
21090,25.42372881,62.5,4.130434783
21787,13.63636364,81,0.97826087
21617,21.2962963,117,8.47826087
21048,27.27272727,86.5,8.804347826
21029,19.81981982,83,4.565217391
21219,28.57142857,104,10
21032,25.80645161,103,9.673913043
21797,22.03389831,90.5,7.826086957
21619,15.53398058,96,4.891304348
21035,34.24657534,95,9.891304348
21131,22.53521127,92,8.152173913
20711,10.52631579,104,4.782608696
21226,22.53521127,82.5,6.956521739
21638,24.05063291,93,8.586956522
20764,14.70588235,90.5,3.260869565
21658,16.66666667,128,6.358695652
2536,20.33898305,81,6.923076923
2649,19.13746631,100,9.230769231
2601,14.17322835,90,2.692307692
2664,18.30985915,83.5,6.153846154
2532,21.73913043,63,3.846153846
2632,13.98601399,82,1.538461538
2540,17.41935484,67,2.307692308
2673,17.85714286,79,3.461538462
2645,12.72727273,57,0.384615385
2631,21.3836478,73,5.384615385
2563,23.7804878,102.5,10
2657,14.97326203,132.5,8.076923077
2660,17.14285714,64,1.923076923
2675,17.27272727,86,5.769230769
2653,12.5,155,4.615384615
2633,13.41463415,162,7.307692308
2648,19.11764706,81,5
2655,15.83333333,109,7.692307692
2537,16.98113208,91,6.538461538
2642,13.15789474,111,4.230769231
2639,11.66666667,75,0.769230769
2635,20.83333333,126,9.615384615
2638,13.1147541,85,1.153846154
2667,16,115,8.461538462
2670,15.78947368,84.5,3.076923077
2666,14.66666667,256,8.846153846
70726,24.17153996,78.5,6.25
70816,25.37313433,78,7.5
70810,21.37203166,75.5,3.75
70737,17.20430108,74,1.25
70769,24.09638554,66,3.125
70808,20.46332046,73.5,1.875
70817,22.97734628,76,5
70806,31.875,70,5.625
70809,19.79695431,63,0.625
70815,30.27027027,85,10
70791,20.90592334,73,2.5
70820,21.81818182,83,6.875
70785,24.46043165,81,8.4375
70706,20.10309278,79,4.375
70714,24.54545455,91,9.375
70739,30.50847458,76,8.4375
77642,19.11764706,58,5.714285714
77706,18.26923077,69,7.857142857
77630,13.15789474,79,5
77705,24.52830189,63.5,8.571428571
77627,16.50485437,55,0.714285714
77662,13.76146789,77,7.142857143
77657,13.17829457,61.5,1.428571429
77632,20.98765432,88,10
77656,13.63636364,97,9.285714286
77640,5.454545455,82,3.571428571
77619,20.27027027,55,4.285714286
77707,16.88311688,57.5,2.857142857
77713,7.894736842,77,2.142857143
77611,8.333333333,85.5,6.428571429
35242,19.26605505,68,6.739130435
35215,15.87301587,91,7.608695652
35216,20.17167382,57,5.217391304
35226,21.92982456,56,5.434782609
35244,18.61198738,66.5,5.869565217
35209,24.72527473,64,8.260869565
35211,12.19512195,82,3.695652174
35205,11.2244898,61,0.652173913
35173,18.81188119,71,7.173913043
35007,19.7740113,53,3.47826087
35020,9.756097561,115,4.565217391
35124,16.22641509,53,1.086956522
35243,19.85294118,75,8.47826087
35023,17.5,100.5,8.695652174
35022,15.4589372,71,3.913043478
35126,14.61988304,77,4.130434783
35235,12.71186441,65.5,1.52173913
35214,15.58441558,126.5,8.913043478
35071,17.6,71,5.652173913
35040,18.04878049,54.5,2.826086957
35080,17.90123457,55,2.608695652
35206,21.31147541,99,9.565217391
35210,15.15151515,51,0.434782609
35094,18.3908046,63.5,5
35213,22.33009709,49,4.347826087
35208,12.79069767,116,6.52173913
35045,16.51376147,89,7.826086957
35115,21.51898734,70,8.043478261
35120,13.04347826,64,1.739130435
35180,22.09302326,80,9.347826087
35217,14.1025641,105,6.956521739
35212,15.78947368,57,1.956521739
35004,13.33333333,55,0.217391304
35223,21.05263158,56,4.782608696
35125,16.36363636,78.5,6.304347826
35043,18.21862348,70,6.086956522
35146,23.93162393,73,9.130434783
35128,23.40425532,90,9.782608696
35222,14.49275362,58,1.304347826
35068,11.76470588,73.5,2.173913043
35127,25.42372881,83,10
35079,13.33333333,59.5,0.869565217
35005,4.761904762,80,3.260869565
35114,18,55,3.043478261
35147,27.65957447,57,7.391304348
35054,12.24489796,72,2.391304348
83646,20.17167382,48,6.363636364
83709,22.3796034,41,5
83686,18.18181818,50,4.090909091
83642,19.38325991,49.5,5.454545455
83704,27.56410256,41.5,7.272727273
83706,20.15503876,39,1.363636364
83705,25.21008403,39.5,5.909090909
83605,15.26315789,44,0.454545455
83687,21.08108108,43,3.636363636
83616,18.20895522,67,7.727272727
83651,13.81578947,45,0.909090909
83702,13.38582677,54,2.272727273
83713,27.94117647,41,6.818181818
83714,22.42424242,46,8.181818182
83607,21.13821138,53,8.636363636
83634,16.12903226,49,2.727272727
83703,19.54022989,42,1.818181818
83716,19.52662722,44,3.181818182
83617,22.31404959,68,9.545454545
83644,25,61,10
83669,15.78947368,56,4.545454545
83712,21.31147541,57,9.090909091
2169,19.18604651,63,6
2148,12.74509804,57,0.888888889
2155,12.21374046,55,0.444444444
2360,16.41541039,86.5,8.148148148
2301,19.2893401,73,8.592592593
1960,12.8440367,58.5,1.259259259
2135,16,53,1.777777778
2151,12.61261261,71,4.222222222
1844,16.07142857,61.5,3.037037037
1970,13.53383459,62,2.074074074
2124,19.64285714,64,6.962962963
1752,16.40625,58,2.37037037
1915,16.94915254,60,3.481481481
1801,17.07317073,60,3.703703704
1902,12.79069767,68,3.407407407
2127,6.849315068,60,0.37037037
2149,10.71428571,65,1.925925926
2130,12.62135922,56,0.592592593
2472,13.18681319,58,1.333333333
2128,9.183673469,73,3.333333333
1760,19.64285714,60,5.333333333
1852,22.30215827,62.5,7.037037037
3820,16.94214876,61,3.777777778
1841,14,69,4.37037037
1930,18.53932584,72,7.851851852
3038,15.59633028,60,2.518518519
1810,19.62616822,63,6.444444444
2118,11.53846154,62,1.555555556
2062,18.3908046,60,4.296296296
2136,8.771929825,72,2.814814815
2368,18.62745098,63,5.777777778
2474,9.459459459,51,0.074074074
3079,18.96551724,61,4.888888889
2176,21.05263158,51,3.851851852
1826,15.7480315,63,3.555555556
2038,16.66666667,71,6.666666667
2116,8.661417323,64,1.481481481
2131,8.974358974,57,0.222222222
1876,12.5,58.5,1.037037037
2302,25.18518519,69,8.962962963
1845,14.68531469,65,3.62962963
2072,14.04958678,61.5,2.222222222
2132,11.47540984,65,2.148148148
1923,22.76422764,57,5.185185185
1821,24.17582418,56,5.111111111
3801,19.02173913,75.5,8.666666667
1880,14,54,0.962962963
1906,15.46391753,62,2.740740741
1830,16.98113208,63,4.666666667
1824,21.2962963,55,4.518518519
2026,6.756756757,63,0.740740741
1854,11.11111111,60,0.814814815
2050,22.32142857,69,8.444444444
2186,16.85393258,69.5,6.518518519
1867,12.94117647,62,2
2180,16.66666667,57,2.444444444
3867,17.68707483,65.5,6.296296296
3833,13.97849462,68,4.074074074
3053,14.81481481,56,1.407407407
2346,14.67889908,73,5.62962963
2043,20.55555556,78,9.481481481
1832,15.04424779,72,5.703703704
2324,19,76,8.814814815
1945,10.08403361,71,2.888888889
1720,16.81415929,70.5,6.740740741
1886,19.32773109,69.5,7.925925926
2171,8,63.5,1.185185185
1950,17.57575758,73,7.703703704
1749,10.25641026,67,2.296296296
1890,14.1509434,76,6.222222222
2129,7.954545455,57,0.148148148
1887,16.36363636,62,3.185185185
3842,19.23076923,73,8.518518519
2152,2.816901408,64.5,1.111111111
2190,11.53846154,58.5,0.666666667
2066,18.35443038,85,9.111111111
2492,12.08791209,76,4.740740741
1913,13.00813008,69.5,4.148148148
2370,18.51851852,70,7.555555556
2081,18.42105263,69,7.259259259
2035,16.66666667,81.5,8
1904,7.042253521,59,0.296296296
2467,13.18681319,76,5.555555556
2459,11.39240506,80,4.962962963
2351,22.91666667,70,8.888888889
2019,15.625,62,2.962962963
2359,15.30612245,70.5,5.481481481
2067,21.56862745,77,9.555555556
1748,17.21311475,76,8.296296296
1938,17.34693878,77,8.37037037
1776,16.66666667,75,7.481481481
1907,15.27777778,73,6.148148148
2090,12.5,77,5.259259259
1835,17.24137931,70,7.185185185
1864,21.17647059,63,6.814814815
2382,22.64150943,60.5,6.37037037
3087,13.51351351,66.5,3.259259259
2045,26.71755725,84,9.851851852
1746,25.58139535,68,8.740740741
2332,19.71830986,77,9.259259259
3878,19.04761905,67,7.333333333
1778,11.53846154,72,4
2339,19.48051948,106,9.62962963
2364,17.10526316,74,7.62962963
2481,16.4556962,82,7.777777778
2333,22.05882353,64,7.407407407
2571,14.96062992,78.5,7.111111111
1940,15.2173913,65,3.925925926
2053,16.66666667,72,6.888888889
1879,28.78787879,57,5.851851852
3077,10.89108911,63,1.62962963
3857,10.97560976,58.5,0.518518519
2052,7.792207792,74,3.111111111
2347,17.07317073,105,9.037037037
2093,17.28395062,65,5.925925926
2482,16.94915254,77,8.074074074
1450,11.26760563,67,2.592592593
2493,10.18518519,105,5.407407407
2061,21.23893805,85,9.777777778
1460,15.78947368,73,6.592592593
1952,15.38461538,68.5,4.814814815
2056,16.66666667,82,8.222222222
2025,11.76470588,102,6.074074074
2739,18.46153846,110,9.333333333
1949,14.92537313,57,1.703703704
3885,12.35955056,67,2.666666667
3042,13.79310345,59,1.851851852
1982,23.80952381,71,9.185185185
1921,19.04761905,93.5,9.407407407
3870,19.29824561,114,9.703703704
2738,25,110,10
3862,8.510638298,91,4.592592593
2030,8.955223881,105,5.037037037
3036,15.90909091,65,4.444444444
1770,23.1884058,112,9.925925926
6902,14.81481481,68,0.769230769
6810,18.0952381,89,3.846153846
6606,18.57142857,84,3.076923077
6484,19.60784314,102,9.230769231
6614,19.48051948,81,3.333333333
6611,22.69230769,85,7.179487179
6824,19.13746631,101,8.205128205
6811,14.97797357,98,4.615384615
6604,12.90322581,95,2.307692308
6851,13.48314607,88,1.282051282
6854,15.86206897,102,5.897435897
6880,13.02211302,78,0.512820513
6830,7.894736842,134,4.358974359
6877,13.29113924,110,4.871794872
6610,17.64705882,78,1.794871795
6605,8.928571429,94,1.025641026
6905,20.40816327,70,4.102564103
6850,20.33898305,90.5,6.666666667
6825,18.35443038,93,5.384615385
6615,19.28571429,92,6.153846154
6801,20.98765432,89,7.435897436
6840,14.96259352,175,8.461538462
6820,11.45833333,134,5.128205128
6804,17.36111111,133,8.974358974
6468,20.9039548,98,9.487179487
6897,16.97416974,111,7.692307692
6831,5.423728814,121.5,2.564102564
6470,18.88888889,95,6.923076923
6812,19.54887218,110,9.743589744
6903,16.09756098,76,1.538461538
6482,21.56862745,93.5,8.717948718
6907,12.82051282,67,0.256410256
6883,17.67955801,136,10
6878,13.76146789,111,5.641025641
6807,8.641975309,106,2.051282051
6870,14,131.5,6.41025641
6890,12,109,2.820512821
6784,15.27777778,126,7.948717949
6853,11.76470588,121,3.58974359
14221,20.22792023,78,3.703703704
14094,17.75362319,95,8.148148148
