Zip,PctPriceCut,DaysOnMarket,BuyerSellerIndex
80206,20.1754386,47,4.705882353
80209,20.08547009,49,5.882352941
80010,28.15533981,42,8.117647059
80017,19.90521327,40,0.941176471
80601,23.63636364,47.5,7.764705882
80111,28.86597938,49,9.529411765
80260,17.58241758,42,1.647058824
80120,27.53623188,42,7.882352941
80602,24.18879056,53,8.705882353
80237,21.16788321,46,5.411764706
80218,26.57342657,42,7.294117647
80214,21.70542636,41,3.294117647
80122,24.22680412,42,6
80202,13.63636364,63,4.470588235
80104,18.40277778,49,4.235294118
80033,26.5625,42,6.941176471
80239,22.80701754,42,4.352941176
80241,17.44186047,43,2.235294118
80234,18.36734694,41,0.823529412
80138,27.50929368,51,9.411764706
80129,23.30827068,41,3.882352941
80222,30.51948052,43,8.588235294
80005,18.11594203,42,1.764705882
80113,21.08433735,48,6.117647059
80110,21.23893805,41,3.058823529
80108,22.43589744,64,8.823529412
80130,23.21428571,42,4.941176471
80439,25.88235294,56,9.647058824
80249,11.43911439,42,0.588235294
80212,23.89937107,44,6.588235294
80124,27.77777778,52,9.764705882
80023,19.27083333,54.5,5.764705882
80215,27.16049383,42,7.529411765
80232,18.62745098,39.5,0.235294118
80238,11.37724551,48,2.941176471
80224,25.66371681,46,8.352941176
80207,24.57627119,43,6.823529412
80002,14.28571429,42,1.058823529
80403,16.54676259,50,4.117647059
80109,25,50,8.941176471
80121,26.26262626,48.5,9.058823529
80465,21.97802198,50,8
80007,26.20689655,72,9.882352941
80107,25.45454545,55.5,9.294117647
80018,19.54887218,48,4.588235294
80433,22.22222222,55,8.470588235
80125,20.58823529,55,7.647058824
80421,28.08988764,55.5,10
80118,11.68831169,98.5,5.294117647
80135,15.51724138,74.5,5.647058824
80440,15.73033708,60,4.823529412
50266,22.2737819,69,7.857142857
50315,12.5,59,1.428571429
50023,10.07092199,74,2.5
50317,12.37785016,59,1.071428571
50265,17.74891775,58,3.571428571
50310,12.98701299,58,1.785714286
50322,15.04065041,57,2.142857143
50021,14.75826972,68,4.285714286
50131,15.4676259,69,6.071428571
50263,18.45102506,68,6.607142857
50320,10.07194245,61,0.714285714
50125,17.93103448,69,6.607142857
50009,15.10204082,80,7.5
50312,16.07142857,61,3.928571429
50325,21.4953271,78.5,9.642857143
50313,14.56953642,63.5,3.214285714
50311,11.76470588,55,0.357142857
50316,16.82242991,63,5
50309,18.75,79,8.928571429
50111,13.94557823,75,5.357142857
50323,16.41791045,97,8.214285714
50211,18.36734694,99,9.285714286
50327,10.25641026,84,5.714285714
50314,6,76.5,2.857142857
50273,20.25316456,102,10
50321,18.51851852,78.5,8.571428571
50003,13.19796954,110,7.142857143
50035,12.71186441,76,4.642857143
48180,17.96610169,70,3.509933775
48185,15.16587678,56,0.198675497
48066,21.71052632,59,2.317880795
48187,20,55,0.860927152
48228,13.59223301,115,6.092715232
48044,25.65597668,56,4.768211921
48307,22.13740458,55.5,2.052980132
48219,15.48672566,93,5.562913907
48183,20.40816327,66,3.973509934
48235,13.75661376,108,5.960264901
48170,20.23809524,57,1.78807947
48111,21.59624413,69,6.688741722
48843,18.98734177,58,1.258278146
48073,31.75675676,49,4.966887417
48060,22.78481013,72,7.814569536
48188,21.45922747,55,1.655629139
48146,22.66009852,62,4.304635762
48047,22.66666667,61,3.708609272
48310,27.35426009,57,6.622516556
48227,11.01694915,113,5.165562914
48154,29.44785276,49,4.17218543
48221,17.91666667,88,6.754966887
48127,23.86363636,61,5.82781457
48239,21.81818182,66,6.357615894
48224,13.00309598,123,6.026490066
48186,21.46596859,62,3.112582781
48195,21.09375,65,3.841059603
48312,24.02234637,54,2.516556291
48313,21.73913043,51.5,1.19205298
48178,17.85714286,60.5,1.523178808
48021,15.87301587,62,1.456953642
48071,12.5,50,0.066225166
48152,19.7740113,56,1.059602649
48174,19.65811966,71,5.231788079
48237,16.66666667,54,0.132450331
48236,27.91519435,68,9.271523179
48322,21.81818182,63,4.635761589
48067,24.09240924,53,2.251655629
48234,14.0625,101.5,5.629139073
48212,16.37931034,85,5.364238411
48091,21.35416667,62,3.046357616
48446,20.15503876,68,4.238410596
48101,37.27810651,59,8.344370861
48317,22.36024845,54.5,1.920529801
48045,24.54545455,62.5,7.483443709
48116,23.17596567,45,1.324503311
48205,12.35059761,105,4.569536424
48309,32.98969072,55,6.953642384
48336,24.66666667,55,3.377483444
48080,24.44444444,57,4.370860927
48192,23.44827586,71,8.079470199
48220,20.88888889,52,0.662251656
48042,20.30651341,62,2.582781457
48328,25,54,3.278145695
48150,20.56737589,50,0.59602649
48135,21.47239264,60,2.38410596
48238,12.4137931,109,5.430463576
48076,28,57,7.01986755
48335,26.04166667,57,6.291390728
48316,22.3628692,64,5.761589404
48141,9.90990991,93.5,3.57615894
48390,25.92592593,56,5.496688742
48167,17.58241758,61,1.589403974
48092,23.52941176,56,2.913907285
48315,24.58333333,62,7.152317881
48203,9.090909091,106,4.039735099
48340,18.96551724,66,2.98013245
48093,22.98136646,56,2.450331126
48326,15.45454545,58,0.529801325
48329,24.15730337,58,4.437086093
48306,26.42857143,68,8.940397351
48075,16.66666667,68,2.814569536
48327,19.85294118,52,0.463576159
48009,17.73255814,71,3.642384106
48204,8.108108108,127,5.033112583
48083,21.48760331,51,0.927152318
48223,13.04347826,99,4.834437086
48346,23.52941176,58.5,3.443708609
48214,8.823529412,79,2.715231788
48371,24.22680412,62,6.821192053
48134,26.95652174,78,9.536423841
48375,19.37984496,50,0.264900662
48085,28.31325301,60,7.748344371
48348,23.43096234,76,8.675496689
48331,27.65957447,62,8.145695364
48377,17.43119266,58,0.728476821
48125,22.83950617,68,7.417218543
48168,31.40495868,66,9.205298013
48314,27.82608696,58,7.086092715
48382,34.75935829,65.5,9.337748344
48033,21.17647059,66,4.701986755
48169,20.57142857,53,0.794701987
48442,19.375,64,2.649006623
48213,15.47619048,116,6.42384106
48094,24.11764706,66.5,7.880794702
48114,26.74418605,63,8.278145695
48334,27.82608696,59,7.549668874
48184,16.66666667,68,2.814569536
48240,20.32520325,69,5.695364238
48030,20.66115702,63,3.178807947
48082,27.86885246,53,5.099337748
48386,23.52941176,76,8.874172185
48098,27.3381295,62,7.947019868
48230,24.06015038,70.5,8.543046358
48342,24,117,9.602649007
48206,13.15789474,98,4.900662252
48072,22.48062016,52,1.721854305
48043,20,60.5,1.986754967
48304,23.50877193,86,9.006622517
48059,19.86754967,77,6.490066225
48193,21.66666667,66.5,6.225165563
48323,24.86187845,63,7.682119205
48302,25.66371681,87,9.668874172
48341,16.25,61,1.125827815
48051,16.41791045,56,0.397350993
48324,25.96685083,65.5,8.410596026
48026,29.16666667,54,6.158940397
48225,18.32061069,72.5,5.298013245
48025,27.45098039,59,7.284768212
48362,25,60,6.556291391
48855,18.18181818,52.5,0.331125828
48381,17.32283465,66,2.185430464
48017,23.68421053,48,1.854304636
48374,33,61,8.80794702
48001,20.16806723,79.5,6.887417219
48301,23.17880795,68,7.61589404
48836,28.86597938,51,4.503311258
48173,32.46753247,85,10
48079,27.27272727,77.5,9.470198675
48462,30.59701493,72,9.735099338
48383,26.53061224,70,9.072847682
48360,25,54,3.278145695
48040,15.38461538,61.5,0.993377483
48138,25.71428571,99.5,9.801324503
48065,16.30434783,77,3.774834437
48062,17.91044776,71,3.907284768
48359,36.36363636,55,7.218543046
48074,15.71428571,62,1.390728477
48444,17.64705882,73,4.105960265
48164,21.81818182,65.5,5.894039735
48039,24.24242424,78,9.139072848
48357,23.4375,75.5,8.609271523
48356,32.25806452,61,8.741721854
48455,23.7037037,71,8.476821192
48461,21.79487179,71,7.350993377
48054,31.94444444,75,9.867549669
48350,22.91666667,74,8.21192053
48380,26.76056338,62.5,8.013245033
48421,24.19354839,93,9.40397351
48003,9.259259259,72,2.119205298
48363,30.86419753,84,9.933774834
27713,10.70110701,47,0.666666667
27703,15.51246537,46.5,3.333333333
27707,11.44578313,50,1.666666667
27705,13.51351351,43,1.666666667
27516,17.70833333,67,8.333333333
27704,11.76470588,48,2.666666667
27517,11.60220994,74,4.333333333
27278,16.04278075,63,6.666666667
27514,18.46153846,59.5,7.333333333
27701,13.1147541,70,6
27312,17.73399015,80,9.333333333
27712,24.21875,55,8.333333333
27344,10.71428571,80,5.333333333
27574,9.615384615,88,4.333333333
27573,21.81818182,79,10
18360,18.61702128,77,1.818181818
18301,19.56521739,92,6.363636364
18302,20.07434944,105,9.090909091
18466,19.39393939,86,3.636363636
18353,22.85714286,84,5.454545455
18058,14.14141414,104,2.727272727
18330,16.85393258,73,0.909090909
18610,23.28767123,129.5,10
18347,16.06425703,135.5,7.272727273
18334,28.57142857,91,8.181818182
18372,14.28571429,114,4.545454545
79936,17.9028133,84,4.444444444
79912,19.2920354,99,6.666666667
79938,12.24209078,103,5
79924,17.77777778,86,3.888888889
79928,7.496463932,111,6.111111111
79907,15.27777778,91,3.333333333
79925,16.66666667,81,2.777777778
79915,10,104,5.555555556
79904,20,103.5,9.444444444
79927,5.217391304,99,1.666666667
79902,18.0952381,104,8.888888889
79934,12.62626263,75,2.222222222
79930,10,77,1.111111111
79932,13.04347826,126,7.777777778
79935,11.76470588,61,0.555555556
79903,19.60784314,102,7.222222222
79922,22.07792208,100,8.333333333
79911,26.80412371,104,10
16509,21.78217822,84,3.333333333
16506,22.82608696,122,7.5
16510,20.12987013,84,0.833333333
16505,30.07518797,71,5.833333333
16508,20.26143791,114.5,5
16502,17.64705882,101,2.5
16504,22.07792208,151,8.333333333
16428,8.333333333,92,1.666666667
16511,24.32432432,127,9.166666667
16412,25.67567568,91,6.666666667
16441,28.57142857,115,10
16415,21.50537634,100,4.166666667
97402,19.81132075,49,2.5
97401,25,51,6.666666667
97405,22.63610315,52,4.166666667
97477,17.33333333,48,1.666666667
97404,16.58536585,50,0.833333333
97478,23.28042328,53,7.5
97439,16.11374408,82,5
97424,16.89189189,71,5.833333333
97408,20.38834951,63.5,8.333333333
97448,22.72727273,60,9.166666667
97426,18.33333333,57,3.333333333
97487,26.66666667,53,10
42420,11.89189189,79,3.75
47714,20.44198895,78,8.333333333
47630,21.12676056,60,3.75
47715,22.05882353,57,2.5
47711,18.0952381,61,1.666666667
47712,27.52293578,66.5,9.583333333
47710,30.26315789,63.5,9.583333333
47725,27.05882353,61,6.666666667
47720,19.35483871,57,0.833333333
47601,16.66666667,67,5
47620,14.63414634,86,7.5
47713,13.84615385,83,5.833333333
28314,15.02590674,101,5
28306,12.66375546,90,2
28376,12.4015748,77,1
28311,12.29508197,103,4
28304,20.4359673,100,6
28348,12.93800539,89.5,3
28303,19.06158358,118,8
28312,19.18604651,117.5,9
28301,14.28571429,124,7
28305,21.73913043,103.5,10
72701,18.33333333,57,2.631578947
72764,17.64705882,55,2.105263158
72756,19.16666667,68,4.736842105
72703,14.93506494,56,0.526315789
72758,23.97820163,73,9.473684211
72712,24.13294798,69,8.421052632
72762,21.11111111,66,5.789473684
72704,16.66666667,55,1.578947368
72761,15.38461538,82,5.263157895
72715,18.72340426,72,6.315789474
72714,21.42857143,67,6.842105263
72719,17.32673267,61.5,3.157894737
72745,12,59,1.052631579
72740,11.11111111,81.5,4.210526316
72753,29.62962963,62,7.368421053
72730,15.6626506,70,3.684210526
72751,21.05263158,73.5,7.894736842
72732,21.42857143,115.5,10
72718,19.29824561,85,8.947368421
48439,25.32751092,63,4.705882353
48430,23.24929972,68.5,5.882352941
48423,22.85714286,63,2.352941176
48507,18.53932584,67,1.176470588
48433,26.37362637,67.5,7.647058824
48506,19.65811966,76,6.470588235
48504,15.03759398,74,2.941176471
48503,26.38888889,72,10
48420,18.24817518,71,3.529411765
48473,22.05882353,63,1.764705882
48532,24.29906542,70,7.058823529
48458,23.86363636,74.5,8.823529412
48505,16.66666667,76,5.294117647
48451,26.77165354,69,9.411764706
48509,25.45454545,59,4.117647059
48519,21.05263158,60.5,0.588235294
48457,21.81818182,78.5,8.235294118
80525,17.54966887,49,4.545454545
80538,15.6626506,51,6.363636364
80526,18.72146119,43,3.636363636
80537,15.18518519,50,1.818181818
80524,15.43859649,51,5.454545455
80521,20.88607595,46,7.272727273
80528,21.73913043,57,9.090909091
80517,13.51351351,70,8.181818182
80513,10.52631579,53,2.727272727
80549,8.695652174,52,0.909090909
80547,23.61111111,118,10
72956,12.12121212,86,2.727272727
72903,15.0862069,82,4.545454545
72901,20.625,94,9.090909091
72904,6.060606061,96,1.818181818
74955,16.8,97.5,8.181818182
72936,17.24137931,71,5.454545455
72908,20,99,10
72921,9.333333333,72,0.909090909
74953,9.322033898,131,7.272727273
74948,14.85148515,85,3.636363636
72916,12.5,87.5,6.363636364
46835,20.4379562,54,5.714285714
46825,17.14285714,49,1.428571429
46804,29.16666667,52,8.571428571
46815,20.32520325,49,3.571428571
46725,13.04347826,49,0.714285714
46845,28.16091954,56,9.285714286
46805,21.875,48,5
46806,13.63636364,65,6.428571429
46808,10.86956522,55,2.857142857
46818,17.9245283,51,4.285714286
46774,11.29032258,54,2.142857143
46807,24.13793103,54,7.142857143
46714,16.47058824,69.5,7.857142857
46814,24.51612903,69,10
93722,15.78947368,51,1.818181818
93727,19.62616822,53.5,6.363636364
93720,21.62162162,48,7.272727273
93711,20.81632653,52,8.181818182
93611,18.77729258,49,3.636363636
93726,13.70967742,48,0.909090909
93619,19.44444444,59,9.090909091
93705,13.88888889,58,4.545454545
93657,12.8440367,58,2.727272727
93704,17.53246753,56,5.454545455
93664,21,160.5,10
32608,14.4295302,67,4.545454545
32607,17.5257732,60.5,2.727272727
32605,19.33962264,60,5.454545455
32606,17.42424242,62.5,0.909090909
32601,10.52631579,69,3.636363636
32609,21.81818182,88,9.090909091
32669,9.937888199,70.5,1.818181818
32615,21.875,96,10
32653,28.94736842,66,7.272727273
32693,2.985074627,111,6.363636364
32643,18.55670103,88.5,8.181818182
49424,17.64705882,55.5,3.428571429
49423,19.90291262,56,4.857142857
49504,20.85889571,46,1.714285714
49503,17.93478261,50,2.285714286
49508,22.69503546,46,3.142857143
49417,18.1372549,57,4.571428571
49505,13.84615385,42,0.285714286
49341,23.61111111,59,8
49426,27.69953052,56,8.571428571
49546,23.48484848,50,5.714285714
49548,11.9047619,46,0.571428571
49507,21.73913043,50,4.285714286
49506,22.16216216,47,4
49525,21.42857143,49,3.714285714
49519,18.75,48,2
49418,25.54744526,48.5,5.428571429
49509,19.14893617,47,1.428571429
49464,25.92592593,53,7.142857143
49428,16.32653061,47,0.857142857
49534,22.61904762,52,5.142857143
49315,21.22905028,56.5,6.285714286
49456,22.08588957,75,8.857142857
49316,19.86754967,57,6
49512,15,50,1.142857143
49058,21.42857143,73,7.714285714
48838,25.6,63.5,9.428571429
49401,17.14285714,55,2.571428571
49301,23.33333333,63,8.285714286
49331,27.72277228,53,7.428571429
49319,27.27272727,58,9.142857143
49345,17.85714286,54,2.857142857
49333,23.86363636,52.5,6.857142857
49306,28.35820896,64,9.714285714
49460,27.39726027,74,10
49046,17.64705882,66,6.571428571
54115,19.9376947,62,7.5
54313,15.78947368,71,10
54311,15.55555556,63,5
54302,20.28985507,61,8.75
54304,12.12121212,57,1.25
54303,12.57861635,56.5,2.5
54301,13.17073171,63,3.75
54155,5.128205128,96,6.25
27410,11.19592875,53,2
27406,10,70.5,3
27265,11.07954545,54,1.666666667
27407,10.46931408,56,1.333333333
27405,9.72972973,64,2.333333333
27320,17.12707182,92.5,9.666666667
27205,13.33333333,73.5,7.333333333
27455,15.40616246,64.5,5.666666667
27288,12.65822785,126,8.333333333
27262,16.95652174,80,9.333333333
27260,15.74074074,76,8
27263,14.28571429,61,4.333333333
27409,6.060606061,49,0.333333333
27203,25,62.5,7.666666667
27403,21.05263158,52,5
27401,10.66666667,67,3.333333333
27408,17.39130435,73,8.666666667
27317,16.66666667,52,3.666666667
27282,9.090909091,62,0.666666667
27370,7.894736842,72.5,2.666666667
27358,17.22222222,98,10
27249,12.72727273,78,6.333333333
27214,11.85185185,93,6.666666667
27025,16.92307692,83,9
27298,12.82051282,73,6
27377,6.289308176,63.5,1
27301,13.04347826,62,4
27357,12.63157895,86.5,7
27048,6.666666667,129,5.333333333
27310,12.40310078,71,4.666666667
29681,19.13477537,64,7.714285714
29607,18.59296482,55,2.571428571
29651,18.09210526,69,9.142857143
29615,20.19230769,60,6.857142857
29687,14.85943775,55,1.714285714
29621,12.53132832,76,7.142857143
29605,22.88557214,59,8
29650,19.76744186,54,3.142857143
29642,14.67181467,69,5.714285714
29609,19.90950226,56,4.571428571
29640,8.904109589,70,2
29680,15.59322034,60.5,3.714285714
29625,15.07936508,62,3.428571429
29611,9.174311927,63,0.857142857
29673,9.793814433,74,2.857142857
29617,19.00826446,62,6.285714286
29360,15.49295775,64.5,6
29690,15.20467836,68.5,6.571428571
29644,22.22222222,65,9.428571429
29671,12.24489796,74,5.142857143
29627,20,100,9.714285714
29662,15,51,1.428571429
29630,12,73,4.285714286
29601,15.26717557,68.5,7.428571429
29624,10,116,4.857142857
29657,13.33333333,68,4
29325,12.72727273,85.5,8.285714286
29631,11.36363636,62,1.142857143
29626,4.166666667,74,2.285714286
29697,6.18556701,58,0.285714286
29669,12.96296296,70,5.428571429
29356,11.97183099,129,8.857142857
29670,11.39240506,58,0.571428571
29689,12.24489796,117.5,8.571428571
29685,20.2247191,160,10
39503,18.03607214,89,9.375
39564,14.92890995,86,6.25
39532,12.82051282,89,3.125
39501,20.95238095,76,6.875
39531,15,73,1.875
39507,15.18324607,101.5,8.75
39560,15.38461538,80,5
39553,15.49295775,64,3.75
39565,13.54166667,81,1.25
39562,12.62135922,105.5,4.375
39520,13.7254902,123,7.5
39571,14.43850267,139,8.125
39574,12.35955056,76,0.625
39525,13.59649123,83,2.5
39530,13.55932203,99,5.625
39576,17.46031746,91.5,10
21740,16.66666667,88,6.666666667
21742,28.04428044,94,10
25404,17.87709497,75,5
25427,14.22222222,84,3.333333333
25401,20,97,9.166666667
25403,17.8807947,73,4.166666667
25405,14.40677966,68,2.5
25428,11.42857143,57,1.666666667
25419,19.62616822,74,5.833333333
21713,20,90,7.5
21783,25.92592593,93,8.333333333
25413,9,61.5,0.833333333
17055,19.62264151,72,7
17050,17.64705882,73.5,6
17112,17.71217712,70,2.5
17013,12.5,81.5,4
17011,22.28571429,61,3.5
17111,17.35159817,70,1.5
17110,17.64705882,79,7.5
17257,10.6918239,91.5,5
17109,18.3908046,65.5,2
17036,22.01257862,81.5,9.5
17057,18.65671642,71,5.5
17015,10,73,0.5
17025,23.80952381,71,9
17104,10.76923077,110,6.5
17070,16.94915254,69,1
17033,23.75,71,8
17103,15.2173913,105,8.5
17241,14.63414634,77,3
17102,25.30120482,98,10
17113,15.58441558,74,4.5
6010,23.33333333,81,6
6457,22.84768212,90,8
6082,23.046875,70,4.2
6040,17.07317073,74,1.2
6106,19.29824561,86.5,5.2
6066,25.6281407,77,5.8
6489,19.06614786,80,2.4
6111,27.27272727,57.5,4.6
6033,22.18181818,61,2.2
6095,18.71657754,88,4.8
6109,25.94594595,82,7.2
6118,22.62773723,70,2.8
6105,28.81355932,118,10
6042,16.23931624,69,0.4
6074,23.33333333,77,5.4
6114,18.18181818,90,4.4
6002,16.32653061,81.5,1.8
6108,14.43298969,72.5,0.2
6067,25.18518519,100,9.6
6032,15.07537688,93,3.6
6062,18.8034188,82,3
6037,22.83464567,92,9
6001,21.02803738,94,8.4
6107,31.1827957,81,8.2
6029,18.44660194,85.5,3.2
6119,18.36734694,85.5,2.6
6070,16.41791045,67,0.6
6117,15.7480315,94,4
6416,18.5840708,92,5.6
6413,18.84057971,98,7
6096,10.52631579,85.5,1.4
6084,26.86567164,88.5,9.2
6076,18.5483871,110,7.4
6475,19.75308642,103.5,8.6
6110,16,75,0.8
6424,21.23287671,91,7.6
6238,20.49180328,80,3.8
6078,19.32773109,74,2
6019,21.69811321,91,7.8
6480,22.89156627,91,8.8
6479,15.87301587,75.5,1
6085,11.32075472,87,1.6
6422,29.50819672,109.5,9.8
6419,16.94915254,158.5,6.8
6088,10.90909091,99,3.4
6447,26.53061224,80.5,6.6
6073,28.125,75,6.2
6250,14,118,5
6248,20.96774194,89,6.4
6423,21.05263158,127,9.4
28601,15.10989011,64,3.636363636
28655,8.62745098,38,0.909090909
28645,14.39688716,79,7.272727273
28602,8.450704225,67,1.818181818
28658,12.59259259,72,4.545454545
28681,13.79310345,74.5,6.363636364
28613,10.63829787,68.5,2.727272727
28630,23.07692308,74,8.181818182
28638,27.5,50.5,5.454545455
28673,23.88059701,97,10
28609,17.39130435,137,9.090909091
29910,17.9743224,103.5,9
29926,16.97478992,111,10
29909,15.25821596,97,4
29928,15.44117647,107.5,8
29906,13.7254902,102,5
29902,16,101.5,6.5
29936,9.333333333,78.5,1
29920,9.610983982,234,6.5
29907,12.35059761,86.5,3
29927,6.666666667,91,2
34446,10.60606061,98,2.5
34465,11.95219124,83,1.666666667
34442,12.95546559,107,6.25
34450,10.15625,89,0.833333333
34452,11.76470588,98,3.333333333
34448,14.28571429,92,4.166666667
34453,15.13157895,104,7.916666667
34461,16.79389313,112,10
34429,13.7254902,109,7.916666667
34428,13.04347826,99.5,5
34436,18.33333333,94.5,6.25
34614,19.40298507,103,9.166666667
77494,25.83941606,70,7.543859649
77449,22.09856916,58,3.391812865
77084,20,55,1.988304094
77573,24.50980392,56,3.918128655
77584,28.18791946,60,6.49122807
77433,22.77131783,73.5,6.900584795
77429,25.94339623,64,6.666666667
77479,25.66277837,78.5,8.713450292
77036,17.94871795,86,6.140350877
77077,26.58227848,85,9.590643275
77379,30.53333333,61,7.251461988
77459,26.68067227,81.5,9.298245614
77450,34.48873484,64,7.953216374
77095,26.17924528,59,5.497076023
77082,16.54411765,70.5,2.865497076
77007,25.6626506,96,9.766081871
77057,22.62210797,104,9.356725146
77521,22.11838006,59,3.625730994
77083,12.06030151,71.5,2.222222222
77346,21.88841202,67,4.970760234
77375,29.47882736,63,7.426900585
77070,28.16091954,61,6.783625731
77373,20.56737589,64,4.035087719
77386,22.89156627,68,5.847953216
77407,18.06282723,71,4.093567251
77042,28.04054054,76,9.064327485
77063,21.36363636,72,5.730994152
77546,27.70562771,55,5.087719298
77072,14.93506494,54,0.467836257
77008,17.6565008,74,4.210526316
77015,17.54385965,65,2.807017544
77396,15.83113456,68,2.456140351
77511,23.03921569,57,3.742690058
77040,19.20529801,63.5,3.216374269
77406,26.43818849,77,8.771929825
77089,18.62348178,52.5,1.578947368
77388,29.87421384,60.5,6.959064327
77469,21.41802068,71,5.67251462
77339,26.3803681,62.5,6.374269006
77088,20.89552239,60,3.040935673
77581,21.01449275,53,2.105263158
77099,14.58333333,67.5,1.929824561
77090,18.04511278,56,1.754385965
77024,18.62197393,121.5,8.362573099
77004,16.87657431,108.5,7.30994152
77064,15.7480315,50,0.526315789
77539,21.54195011,56,2.69005848
77080,24.89451477,68,6.608187135
77055,19.79695431,94.5,7.777777778
77498,26.20967742,62,5.964912281
77044,16.56686627,75,3.567251462
77338,11.11111111,55,0.350877193
77009,22.22222222,88,8.596491228
77096,30.89005236,102.5,9.941520468
77035,33.33333333,104,10
77065,11.2,59.5,0.935672515
77471,19.84732824,63,3.333333333
77356,20.49180328,94,8.245614035
77054,17.72151899,79.5,5.380116959
77079,28.0839895,76,9.122807018
77092,25.6684492,88,9.473684211
77006,23.58490566,100,9.532163743
77074,22.91666667,79,8.187134503
77056,21.80451128,133.5,9.239766082
77381,26.37362637,71,8.128654971
77520,23.28767123,62,5.029239766
77354,22.39819005,81,8.070175439
77377,21.15942029,62.5,3.859649123
77571,16.57754011,52,0.994152047
77365,21.77419355,69,5.438596491
77073,13.26530612,57,0.701754386
77304,24.80620155,78,8.479532164
77025,24.5398773,98.5,9.649122807
77380,17.85714286,92,6.842105263
77093,16.98113208,88,5.789473684
77034,26.02739726,52.5,4.152046784
77566,21.3836478,59,3.157894737
77389,25.21891419,82,8.947368421
77477,18.98734177,58,2.280701754
77382,24.94714588,75,8.011695906
77550,15.46052632,84,4.678362573
77019,21.24645892,97.5,8.538011696
77075,9.756097561,46,0.116959064
77598,16.66666667,46,0.643274854
77536,20.61068702,50,1.812865497
77489,9.448818898,54.5,0.175438596
77027,19.11111111,94.5,7.660818713
77493,25.34562212,64,6.081871345
77502,14.28571429,56,0.760233918
77018,22.16358839,75.5,7.076023392
77532,20.12779553,70,4.795321637
77590,20.33898305,58.5,2.631578947
77041,25.47169811,69,7.368421053
77014,14.28571429,57,0.877192982
77506,8,47,0.058479532
77515,18.27956989,67,3.274853801
77021,15.58441558,87.5,4.85380117
77301,10.81081081,71,1.871345029
77049,18.44660194,60.5,2.573099415
77047,10.23622047,54.5,0.233918129
77091,13.7254902,83.5,3.801169591
77586,23.55555556,68,6.023391813
77066,21.89781022,63,4.561403509
77017,18.96551724,77.5,5.555555556
77005,21.40077821,68.5,5.204678363
77071,15.32258065,69,2.339181287
77530,16.39344262,58,1.403508772
77023,22.47191011,71,6.198830409
77016,9.183673469,90,3.50877193
77067,13.20754717,64,1.461988304
77551,17.14285714,77,4.502923977
77022,18.30985915,90,7.192982456
77583,17.48768473,79,4.912280702
77045,5.102040816,77,2.16374269
77357,15.70680628,93,5.614035088
77316,21.95121951,98,8.888888889
77355,23.10126582,80.5,8.421052632
77098,27.39726027,84,9.707602339
77058,17.55725191,55,1.34502924
77062,23.02631579,51,2.748538012
77043,24.3697479,76,7.894736842
77033,18.51851852,86,6.549707602
77384,20.46332046,82,7.134502924
77478,30.76923077,72.5,8.830409357
77345,29.09090909,63.5,7.485380117
77061,13.04347826,79,2.98245614
77504,19.35483871,51.5,1.637426901
77385,25.50607287,59,5.14619883
77053,19.71830986,69,4.269005848
77020,14.54545455,82,3.976608187
77523,17.578125,60,2.046783626
77026,20.48192771,106,8.65497076
77503,14.03508772,51,0.292397661
77505,22.61904762,48,2.514619883
77069,22.42990654,80,7.83625731
77038,3.50877193,59,0.409356725
77086,14,62,1.228070175
77578,24.31192661,74,7.602339181
77545,15,57,1.052631579
77568,10.28037383,66.5,1.286549708
77531,27.05882353,53,4.736842105
77303,20.19230769,50,1.695906433
77318,27.35849057,79,9.18128655
77302,24.30555556,65,5.906432749
77541,10.06711409,100.5,4.444444444
77328,7.692307692,105.5,4.385964912
77378,23.25581395,88,9.005847953
77030,26.86567164,82,9.415204678
77028,16,81,4.619883041
77051,9.375,83,2.923976608
77048,16.94915254,55,1.169590643
77591,11.26760563,57,0.584795322
77401,18.47826087,111,8.304093567
77059,15.20467836,55,0.81871345
77002,25.58139535,146,9.883040936
77510,15.6626506,57,1.111111111
77554,16.36726547,104,6.432748538
77447,11.2244898,75,2.397660819
77441,27.25274725,88.5,9.824561404
77474,14.28571429,97,5.263157895
77336,15.74074074,76,3.450292398
77003,17.42424242,99,7.01754386
77422,14.13043478,87,4.32748538
77484,11.23595506,110,5.321637427
77372,16.32653061,103,6.315789474
77563,17.0212766,57,1.520467836
77423,20.86614173,77.5,6.257309942
77518,17.0212766,70.5,3.099415205
77565,15.59633028,78,3.684210526
77480,21.21212121,78,6.725146199
77650,17.5,162.5,7.719298246
35758,16.93548387,60,2
35810,8.411214953,76,3
35806,10.66666667,74.5,2.5
35803,20,73,7.75
35811,13.96648045,64.5,1.5
35611,19.59798995,101,9.5
35802,21.93548387,76,8.5
35801,22.95918367,67.5,7
35805,7.894736842,61,0.5
35749,13.70967742,79,5.5
35613,17.28395062,77.5,7.75
35763,22.22222222,98,10
35756,14.28571429,78,6
35757,16.41791045,71,3.5
35750,14.66666667,73,4
35773,12.32876712,68.5,1
35761,21.50537634,64,4.5
35824,18.27956989,73,6.5
35759,19.44444444,70,5
35748,17.64705882,99,9
46227,16.58291457,53,2.253521127
46143,21.86666667,55,4.788732394
46032,22.99465241,63,7.746478873
46226,16.07142857,63,4.366197183
46220,22.83737024,55,5.352112676
