Zip,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
60657,366800,380300,392100,3.94E+05,389300,380200,366300,355900,346600,368600,369600,383500,366300,362200,358700,367800,377100,382800,366700,349600,323200,3.42E+05,354500,387300,3.70E+05,361700,352800,363800,373500,371700,4.02E+05,415100,409700,395700,392500,398800,377700,365100,375300,384500,391700,393600,401500,396800,363400,3.67E+05,373200,3.89E+05,351200,3.48E+05,348600,360800,346200,342300,376900,3.83E+05,373200,322300,322300,346500,370500,365400,361600,361800,374100,377600,382200,3.82E+05,370400,377500,381700,3.90E+05,3.81E+05,384200,392300,404100,403200,390600,398700,407900,419800,400300,3.96E+05,395900,399300,398700,390800,3.96E+05,383200,389400,388400,393700,356500,360900,351300,3.79E+05,386700,397800,405700,400500,399600,368900,3.56E+05,348700,388600,395900,407700,372600,383600,379600,405500,379100,385100,362800,376400,393600,414800,411200,4.03E+05,407500,421700,367400,3.67E+05,364600,414100,413200
77494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250600,268200,260800,2.57E+05,2.44E+05,248200,247800,247100,250200,250700,267100,269500,276600,269600,2.65E+05,254900,254300,2.56E+05,268800,266100,263300,251800,247700,250100,2.59E+05,265700,2.68E+05,265700,272700,278200,278200,273400,271300,276200,279500,280300,2.81E+05,281700,2.81E+05,276400,277100,280800,289500,290900,289300,293700,292100,304300,301800,313200,311100,311500,306600,302800,310900,311900,316600,306500,3.12E+05,309700,312800,308200,313500,321600,322600,322400,314100,321400,325500,331800,332400,328500,326400,318500,318600,323700,321600,3.22E+05,318500,319900,317800,328400,333500,336500,332900,330100,3.36E+05,329700,
79936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111400,112500,112300,117200,118800,125100,121200,125400,115600,117500,113100,120600,116600,116400,115200,119200,120300,120600,118700,117300,116200,119400,124300,121100,122700,119800,1.18E+05,118800,117700,120400,109400,111400,1.13E+05,122300,120800,120400,117800,120100,118400,1.19E+05,117200,115200,116400,1.10E+05,113700,112800,119500,119100,121300,121100,122600,119700,118900,118300,121200,124600,120700,116500,114100,119600,119500,117700,1.18E+05,121700,129200,131200,129700,125400,122400,126700,126700,1.27E+05,126900,1.30E+05,128300,125500,129600,132800,131300,128700,129400,130700,128300,129100,132900,134600,
77449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146800,147800,147500,149100,150700,153100,152600,1.54E+05,155500,158400,155200,153900,158300,164200,165300,159800,159200,164500,172100,1.74E+05,173800,169600,167200,1.66E+05,168300,168900,168400,161300,162700,162400,170200,171300,175100,175900,177900,179300,177500,174100,171200,177700,1.81E+05,183400,179400,180400,179300,178300
10016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731400,604700,661100,626600,756300,765400,793900,674500,664200,636300,687500,697300,711300,722700,738100,753900,737800,723800,7.30E+05,730300,705700,670400,648500,658900,675700,693200,700200,698900,714900,815400,835700,852400,794900,855600,8.67E+05,867200,841800,834100,869500,829200,8.77E+05,867700,876500,850200,851200,874600,870300,880400,867200,858500,795600,816300,7.81E+05,802400,776200,735900,801700,833400,928300,880700,862800,823900,825600,823900,7.84E+05,799100,803200,833800,872900,8.46E+05,883700,816900,835800,820800
37013,133100,134600,132700,132500,132200,132200,132100,132800,128900,124700,121200,125600,131800,130900,127600,124700,128900,129300,1.28E+05,128500,1.25E+05,126200,120600,123200,122700,121300,121400,121200,121900,118200,118500,114900,1.13E+05,111100,110300,114100,108600,104600,101100,102700,106100,103300,103500,101500,102300,106400,110200,1.15E+05,1.08E+05,104700,103300,104400,104200,98600,106500,113100,115300,107500,106600,109400,114600,118300,120700,123900,124200,120400,118900,120300,125900,130600,132600,134900,134200,132700,131600,130900,129500,130600,131900,133200,133900,133800,1.35E+05,144500,148500,146700,1.41E+05,140600,147400,148300,149400,148400,148800,148900,1.52E+05,152500,154600,152900,156100,159200,161100,162100,164900,169400,173800,173900,172600,174800,1.75E+05,179200,177400,1.78E+05,180100,185300,1.93E+05,196700,196900,196100,192800,195700,198600,2.04E+05,211900,213700,220900,215800
78660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60E+05,1.61E+05,170300,177400,182400,185300,180700,179400,174300,174900,1.74E+05,178200,179300,180400,178900,179400,178500,1.82E+05,183200,183100,184200,1.87E+05,191600,193300,196400,2.01E+05,206400,213700,212600,209600,204200,203900,205900,207500,213700,210600,209800,206500,214600,219800,224300,224700,226600,2.30E+05,234100,240700,238400,237900,235200,236500,235500,232400,234100,238600,239200,240800,238800,244700,239600,237500,2.35E+05,240700,243400,247200,246600,
90250,478100,444600,392500,380300,421900,407500,398700,382400,397700,400800,3.60E+05,338100,322500,322900,313300,317200,3.17E+05,319200,315600,317200,321300,339800,326700,332800,326300,349200,370500,357700,3.52E+05,329900,331700,343700,332200,334500,314900,340700,332700,360100,337500,324300,302300,294500,312400,317800,334800,327300,299800,269500,276900,299100,316800,3.10E+05,323500,315600,328900,326900,371400,366500,358400,344200,363900,360100,358600,377300,398600,414300,409800,403900,404900,397800,427900,441600,4.41E+05,439600,443900,457100,463300,475200,488300,495200,470900,484100,445800,460900,4.71E+05,506500,520600,502300,498100,472800,473800,476800,502800,511800,505900,503400,500300,522800,518400,543800,541900,554300,537400,5.62E+05,577200,582800,581800,577400,584400,585700,600500,597300,634500,613300,621500,586800,598200,578100,571500,586600,615100,636100,645500,658200,674800,681600
37211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173100,174200,171700,1.70E+05,174800,175600,181300,174400,180200,182500,187400,184500,184800,182900,188700,191100,1.96E+05,198700,212400,214700,213900,2.01E+05,201600,202100,2.07E+05,211400,219500,224100,2.26E+05,221700,224900,227700,2.31E+05,2.33E+05,231600,234800,232300,235200,237900,237400,241400,238600,2.55E+05,255800,264400,259200,257200,2.56E+05,2.46E+05
60618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340700,349600,333200,326200,321600,313600,297900,318200,324800,365900,3.68E+05,370900,354200,3.58E+05,362600,365600,361500,365500,356400,344900,325700,343300,369400,388400,380400,359200,350700,353700,367200,367300,373800,354600,366100,3.55E+05,355100,328900,3.41E+05,355300,353100,358100,358200,389300,393400,407700,410200,401400,400800,402400,4.07E+05,389400,369200,3.74E+05,3.94E+05,405700,413200,435500,439500,430200,385500,386600,374500,379200
77573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188800,189400,186300,183600,189100,192400,195500,190200,192600,192600,211900,203300,201500,1.86E+05,1.93E+05,191900,1.93E+05,192200,191600,192600,192200,195400,1.92E+05,195500,196700,200400,199200,200400,201800,205400,207600,214700,217400,2.17E+05,218700,225200,231200,230700,232400,232700,240100,239600,241500,2.34E+05,234200,234900,238200,2.36E+05,235600,236900,237100,239900,238900,240500,241500,241100,247200,246400,242900,238300,236300,238500,242300,247100,254600,256900,258400,259500,262200,273500,279700,286300,283100,280200,272100,266600,262500,261500,262400,
77584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185400,189200,191200,192600,1.92E+05,188500,190400,191700,194800,1.91E+05,195600,195500,198800,193500,195800,195200,199800,207300,2.09E+05,209800,204800,214100,215300,223800,226500,232900,233600,229600,225900,224400,224700,223900,228500,230900,2.37E+05,236600,236100,238200,238300,246900,249600,253300,254500,260100,259800,258100,254700,254700,254200,250300,250400,254900,255900,252200,248400,254300,257800,250100,256500,261900,2.71E+05,258400,253600,
28269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195200,165100,169300,170300,176200,170200,174200,171900,178300,180200,180400,177300,175500,176800,178500,180200,182300,181300,178400,178800,184300,190100,1.93E+05,1.93E+05,1.96E+05,195600,193100,195700,1.99E+05,201800,
20002,403600,393500,345200,329400,353300,364300,361900,355500,357300,347500,328200,333300,331900,341400,299300,288400,297300,330900,327900,3.14E+05,3.11E+05,315100,3.34E+05,3.30E+05,325500,296200,294400,302400,313300,3.16E+05,340500,345300,369300,352900,374800,371900,366100,336200,316600,322700,337300,344100,331200,340800,323600,3.55E+05,328200,349700,330100,352700,350300,360100,375300,390900,407800,403400,404800,395500,407300,4.10E+05,413300,412800,419500,429900,432700,439500,449300,448200,4.45E+05,448800,461800,470800,476900,456900,437300,443800,468300,486700,482700,490500,495700,498800,492900,501400,503100,511500,5.04E+05,526300,531300,534600,5.18E+05,512700,519800,518100,538800,532600,532400,516500,5.32E+05,522100,521100,517200,523700,545900,548600,562700,535500,583200,591700,614100,569900,573200,580500,585500,571800,559500,545800,573100,6.17E+05,665900,665600,635800,615800,596900,597800,
78130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199700,200800,196100,189400,190100,186100,187600,1.90E+05,194700,198200,200600,200500,197500,194700,200600,199300,2.03E+05,203900,207900,203800,202900,208600,220200,2.18E+05,213300,208800,213700,223400,230100,233300,226200,217100,212800,2.24E+05,225600,230100,226700,227600,
94565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279100,284500,349900,366100,359900,300600,291800,291600,286600,299800,2.96E+05,298400,293300,312500,316200,316100,307600,311200,319100,3.27E+05,336300,334100,328800,332300,338700,344900,345300,3.43E+05,3.54E+05,357500,360500,352900,353700,351200,366700,366500,376800,368400,369400,371900,387900,387900,382200,383800,399700,413600,417100,4.07E+05,407900,4.12E+05,427200,421900,4.20E+05,415400,430200,432500,
79912,2.11E+05,202600,1.95E+05,183900,173500,180700,182400,193500,194200,194100,200800,201800,216400,205400,201400,1.84E+05,178500,178700,178200,177300,174300,1.75E+05,192100,201100,202700,187100,1.83E+05,177100,179500,181700,204900,208600,204900,193100,196300,208400,204300,192500,191700,189600,194700,181700,1.87E+05,182700,171100,1.70E+05,180600,202300,188100,184200,172200,171400,163700,174100,193400,197400,183200,174200,1.77E+05,181600,1.78E+05,182400,184400,190300,182800,179800,1.78E+05,196900,196100,194200,184900,189100,181200,172300,172500,181200,189900,191100,191900,1.79E+05,178700,171600,173200,162800,172800,172900,182200,182800,1.89E+05,192700,186300,186900,198100,204200,203600,200700,197500,191700,183100,180600,185300,181600,185300,190100,1.90E+05,193500,187200,190900,192200,201800,196400,187500,176700,194900,199100,2.04E+05,202400,206600,208700,197400,196900,1.97E+05,2.01E+05,207200,198600,207700
78613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250700,253800,255800,254500,256900,257500,251900,246600,2.47E+05,256800,264600,269300,269300,269300,271100,272700,273700,269700,270200,270400,275600,278100,280500,282200,288500,288900,291200,292400,2.92E+05,2.86E+05,2.74E+05,275900,274300,280100,280500,286100,2.88E+05,296500,304900
75052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162400,1.64E+05,169300,170900,167800,168100,166500,1.65E+05,164700,165500,171400,170800,172900,175700,181300,1.83E+05,182900,180900,183300,190300,196100,1.93E+05,192700,193200,190700,189300,1.91E+05,199200,197700,194800,193500,192800,207700,212400,226400,222100,219400,212500,204400,205300,
20009,4.49E+05,419800,464400,462600,473400,4.31E+05,428300,431800,427200,4.14E+05,410500,399900,405600,398600,426800,448100,439600,438300,427900,443900,460200,464600,503100,461200,471400,424200,460600,437100,421300,4.02E+05,424200,423300,427300,438800,454600,4.85E+05,471800,492100,470500,470700,441700,429100,416200,416200,4.04E+05,423900,447400,480200,455700,447300,431400,458600,466800,4.59E+05,444600,431800,470400,478800,484800,471300,466700,479800,475800,500600,478400,464100,445900,444100,473300,490200,491400,485700,488100,529100,540300,542600,540800,543800,551200,535200,512200,483700,479800,459100,481500,478200,517400,503800,531800,526500,532500,5.23E+05,532500,5.56E+05,560100,575600,575900,557900,523400,496900,495200,517700,543200,577200,5.66E+05,558400,572200,574500,572500,541900,549900,575500,587500,575600,536400,529600,550800,565300,5.54E+05,554900,548900,599600,583200,601900,5.62E+05,
77433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174100,197300,2.01E+05,206400,189800,195300,195500,209500,213800,221100,223800,227100,227800,218100,204800,201600,211200,216200,227400,239600,249700,244900,213900,208800,205900,226400,230600,234900,238100,234400,241400,230100,225100,228700,236400,228300,2.27E+05,2.21E+05,234800,235900,237900,236100,221800,216300,2.12E+05,212200,221100,225300,233600,234400,237100,236200,242400,260400,284300,289800,275500,257600,245700,257100,257900,2.67E+05,258100,255200,253600
73099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142900,145200,144700,144300,144800,145700,147500,146600,145900,147700,1.50E+05,150900,150900,150700,151500,152900,150400,150700,144800,146300,146300,150600,151900,152100,153600,152600,152300,150400,151600,150300,152800,155900,153300,150300,149200,153700,1.58E+05,157800,160600,162900,169400,168200,164200,147600,144800,147100,163300,167100,171200,167200,170800
77429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205800,218100,2.25E+05,2.27E+05,214400,207900,208200,212300,213100,213900,210500,210700,211700,217500,222700,219900,212600,210300,211900,212700,214500,220600,226800,225400,226200,227800,229900,226700,2.26E+05,228800,231500,230300,233400,244300,256400,252100,242500,241300,235700,239700,240300,249400,247700,240100,230900
77479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326200,334700,329600,331100,3.24E+05,348100,360500,355300,335500,323800,308100,307100,3.24E+05,355400,365400,365300,371200,378700,371800,3.63E+05,383800,390800,401800,381400,372600,358100,350800,351400,3.59E+05,369600,369700,391900,391300,364200,327800,324800,359900,369400,364200,350600,
63376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162900,162500,159800,162700,162400,165100,163200,165100,163200,165800,169300,169700,165700,164800,167100,169900,171200,175500,180900,179900,182900,182700,1.81E+05,174700,174700,178600,179200,179800,183400,181800,1.83E+05,181800,186200,188300,1.87E+05,185800,184100,1.85E+05,188200,187700,194100,198700,200500,194400,192700,194300,200600,200800
30044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74500,73700,75500,74500,77200,78600,80700,80300,8.00E+04,80100,80200,79700,82700,87600,93900,94700,95500,95200,97700,97200,99900,103500,108100,109300,111300,113400,118800,120400,122300,121400,121500,121700,122500,123800,126500,129800,131600,131200,131100,1.33E+05,133900,134700,140200,142700,143900,1.45E+05,145600,147300,143200,145600,1.47E+05,147800,148900,149900,152600,155300,157800,158600,158500,155400,156200,158100,162200,164700,1.62E+05,165100,1.67E+05,178400,178200,1.79E+05,173100,1.74E+05,175600,177800,180500,181400,179300,181100,181800,189300,190700,,
30043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111900,115300,116500,110400,106400,103800,105400,106400,115900,121200,123200,119900,120500,123700,125800,127600,133700,139800,144600,144900,145700,151700,153700,153800,150900,150900,151800,148500,1.50E+05,147400,150900,153700,161600,165400,166700,168600,169800,171500,173900,175400,176600,176500,180600,180700,181700,180100,181200,181100,1.82E+05,184300,183400,186100,188600,1.87E+05,186500,185600,192300,194400,1.96E+05,199200,196500,198200,199600,204600,205400,205400,2.09E+05,213600,215200,215600,218600,2.18E+05,215400,213500,219400,219100,218100,214400,219400,222600,2.26E+05,,
60629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89200,86700,96400,90100,94800,82700,8.60E+04,74400,81500,7.40E+04,81700,87200,93300,94500,92700,96800,99200,105100,105400,110400,1.08E+05,1.05E+05,96100,98900,103400,114800,115300,109900,106800,1.07E+05,1.17E+05,114600,1.29E+05,1.32E+05,141700,124400,120300,114600,119400,1.20E+05,126200,127800,1.25E+05,121400,126200,132600,137400,138300,139500,140400,139300,138300,1.42E+05,140100,141900,145600,149800,150600,1.44E+05,140800,142200,148300,154400,157700,1.54E+05,148400,145500,150700,172700,174800,170500,152100,156200,159300,165400,164700,164200,163100
60625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254100,259300,266400,280500,237300,241300,228100,2.72E+05,265400,268700,249400,254700,260800,269400,252600,253500,273100,324500,310900,292500,254200,258800,261400,261500,280300,280700,300600,287200,278900,255600,260600,261900,282800,283100,297600,292500,279300,270900,264900,260800,270700,277100,307300,298900,280300,265400,268300,267300,279900,277800,294500,296500,303700,317800,303800,302300,291400,290900,288700,275700
28277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262800,275700,283300,3.00E+05,301800,303400,283800,280300,268700,282300,2.71E+05,278300,284300,3.02E+05,317300,325700,321700,303700,297300,300300,3.09E+05,307800,296200,299200,2.95E+05,313400,326200,337700,347100,
85032,220900,220800,214300,210300,203800,197200,193200,180900,167900,153800,145800,144900,133100,124900,120400,118900,118300,121400,1.21E+05,124400,120200,128700,122700,1.19E+05,107300,114300,1.16E+05,115900,109800,103800,105200,109400,109100,1.04E+05,100200,96200,93600,93800,94100,94800,91600,98500,102100,106200,106500,1.13E+05,118300,125100,1.24E+05,1.24E+05,1.27E+05,1.34E+05,138900,140700,142800,147200,151700,153800,149900,150400,150400,156900,163600,1.72E+05,180400,183800,187600,185700,178500,172900,1.77E+05,180900,185800,188700,183400,178300,168400,1.79E+05,176900,179700,178500,184800,191900,209700,210900,2.08E+05,195400,1.98E+05,1.87E+05,183200,182900,203500,241200,245300,242800,216100,217100,219600,220400,224400,223800,219900,224700,225700,235600,237300,237800,234500,233500,235100,231100,228100,232200,237700,240100,240300,232400,239200,239800,256500,250300,254700,249100,254600,260100,262400
78245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138900,135900,133800,133700,138600,141100,142900,139900,142100,141800,1.44E+05,143600,142700,147400,147500,153400,149100,146100,150200,155500,157500,152500,151500,157900,163100,166900,170200,1.67E+05,1.67E+05,166400,168100,170400,167500,171600,167600,165600,166400,170100,174600,172900,176800,182400,187500,193700,195900,188400,176700,171800,179900,186300,187800,
21234,,,,,,,,,,,,,,,,,,,,,1.87E+05,194100,2.03E+05,202500,193800,185100,1.78E+05,177500,175200,173100,172800,164200,163200,163500,175600,186600,1.85E+05,169900,155400,154500,157500,160600,1.54E+05,1.56E+05,158400,172300,180500,178200,174800,167400,164500,158800,162300,170400,168700,159100,161100,1.70E+05,182300,180800,182400,176700,166700,159500,165300,173700,175100,172800,164600,169500,173600,173900,173500,164400,176200,168800,171700,165500,165500,163600,161400,165100,1.63E+05,169700,169700,177300,169600,175200,168500,168200,166500,170900,1.78E+05,162900,159400,159900,1.68E+05,178300,174800,178300,173800,176100,176800,175700,178400,177600,179500,164700,1.61E+05,157900,1.75E+05,1.82E+05,183100,178200,178600,185900,194800,205500,210300,211700,2.07E+05,199300,191800,194100,190400,
23464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227600,226200,225900,228500,2.27E+05,221500,220700,2.23E+05,2.22E+05,2.23E+05,221300,228400,227700,230300,231700,232300,236900,236600,236700,2.24E+05,226300,234900,245500,246100,240900,243500,244500,246200,2.42E+05,241400,232200,229900,228900,239200,251600,255800,2.51E+05,239700,237200
30096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108100,109600,113100,115900,1.09E+05,105500,106700,106300,106800,105800,107500,107100,105400,110300,116300,119300,121300,124600,129100,134400,138300,143900,149100,155300,153700,150500,143800,144700,144300,146200,1.48E+05,150400,149200,154300,153700,156100,153400,160500,165900,169300,169300,169500,168600,173800,1.74E+05,172700,171300,174200,178100,170600,167400,174300,185900,192800,188200,181300,1.82E+05,179700,181700,180100,186900,191800,1.98E+05,196800,197700,190800,194100,1.93E+05,196600,195700,196800,201700,202600,204100,197700,196900,199800,209900,210900,211100,204700,,
75243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201400,178900,193100,194900,210400,206100,2.17E+05,226800,243500,274300,271300,251900,309500,310800,311100,233200,222900,236300,246900,237400,232500,2.19E+05,225700,222400,228900,229400,240200,2.27E+05,279700,264500,282200,226800,223100,208500,226400,2.33E+05,233500,216900,203500,208800,217100,229800,219300,227800,227100,227100,200800,220900,230100,256600,2.56E+05,278100,279100,277400,262100,264400,267200,272100,246700,248900,244200,276500,271300,324500,328900,332700,287200,284400,272400,
98052,436700,4.34E+05,424200,4.16E+05,409600,451800,465600,455600,429500,418100,480600,462700,454300,383300,398400,400200,404100,392400,4.18E+05,409200,438200,413100,4.32E+05,405400,406600,405900,409100,395300,3.89E+05,399800,4.30E+05,430100,467600,451300,439900,398400,404500,4.27E+05,422200,393500,3.77E+05,385200,395600,395300,397300,421800,429800,4.26E+05,414400,413100,408600,410200,414600,422600,414100,415600,439400,436900,437200,427600,440700,452200,444300,448500,452300,448500,455900,4.48E+05,467200,463100,4.59E+05,441300,459200,469900,492300,486800,499300,496300,487200,468100,461500,477600,503500,503300,495400,490800,495100,501200,495200,519400,527200,542200,541300,545100,544500,560900,570100,572400,560400,5.68E+05,572900,576800,588200,624500,629800,635500,642400,6.64E+05,677600,676500,696600,711600,685600,672700,680500,718200,751900,716700,697700,695900,728900,785400,796200,800500,759900,756500
94501,601900,5.98E+05,591100,572800,562300,586800,594300,589200,593100,615700,580700,5.56E+05,528600,5.39E+05,516500,496800,516800,543900,544300,527300,504500,546100,554900,551300,536200,543600,540300,525700,506500,542100,565200,579600,555900,547600,586300,548400,526900,472300,5.03E+05,484600,483600,467100,461800,4.42E+05,437600,439300,432600,403400,415500,454200,468700,469300,465100,513100,516600,531200,525900,545800,552300,553400,524400,530200,547400,596700,614800,612500,609800,604400,626600,634900,650100,653400,661400,6.54E+05,663400,685800,671400,685100,6.99E+05,740400,725700,705600,698600,708600,7.36E+05,760400,782500,761200,757500,747100,7.53E+05,750600,759700,792600,817700,857100,849700,833900,783800,779700,769500,787700,805500,827400,829200,834800,826200,8.34E+05,828100,853300,8.56E+05,881900,900200,895200,937600,925300,939200,881900,899700,880400,891500,900400,923500,958700,962900,
8701,242300,233200,218800,2.04E+05,205500,194600,215700,212500,200600,197900,228500,248200,234300,197300,197700,206500,208900,184800,199100,220200,225400,211100,198800,199100,201600,188700,188100,186500,206200,194300,190500,171500,178100,182200,197400,220400,215500,188900,172500,1.63E+05,1.83E+05,172300,170300,1.80E+05,186200,2.01E+05,202400,181100,174600,152100,170700,155200,1.62E+05,167800,170400,149500,159800,156900,175700,166300,183600,190600,183200,174800,169800,184500,194100,1.94E+05,1.91E+05,193100,201400,1.95E+05,202300,182200,184900,187800,211500,213700,216400,2.25E+05,242300,239500,242400,2.34E+05,234700,234100,240800,261800,253900,243500,217100,231500,238200,250600,241300,256100,250300,256800,259200,272500,274700,274500,293100,275300,253600,239500,250300,260100,265600,257200,262400,244100,261900,260700,248900,233200,218500,231600,247600,251800,271500,265300,253200,229700,221500,
30024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196600,190300,186900,182800,186600,189200,191600,196400,200700,209200,216800,217500,218900,213100,213200,219800,220600,225800,222300,230100,235400,239400,242200,241900,245400,245300,247400,246200,250400,2.58E+05,264300,269100,266300,266500,267400,273400,274500,272500,271300,274900,282900,281900,286600,280700,284800,2.82E+05,286400,289400,287400,294600,2.93E+05,296300,287500,287200,285500,2.90E+05,289500,303400,302200,304600,297400,303500,312100,308800,314400,323700,327500,325500,323800,325900,319500,3.06E+05,310400,309700,316900,3.10E+05,323400,330500,345200,3.41E+05,3.41E+05,348400,
94110,718200,746600,744400,759800,746200,793300,798300,7.68E+05,695600,707200,685800,6.73E+05,623200,647500,648300,665700,6.90E+05,726100,754500,744600,771500,766600,673700,623800,603100,6.92E+05,711400,681500,690600,697600,737400,7.16E+05,744700,7.40E+05,707600,670700,687100,754200,767800,741800,721900,702400,709900,707400,701900,715300,657300,666900,651400,725800,715200,729400,750800,797600,845300,838300,849500,820600,823400,782800,790300,809200,886200,915300,937900,9.24E+05,958700,961400,1017200,1000500,1010800,994500,1006300,1.00E+06,1.02E+06,1065300,1083600,1084100,1042400,1.06E+06,1097600,1.15E+06,1204700,1222300,1263100,1281300,1228700,1174800,1172200,1236300,1257500,1238300,1233600,1268300,1.28E+06,1281500,1274600,1301600,1298600,1291500,1260200,1.33E+06,1.36E+06,1411100,1334900,1313400,1287300,1221400,1241100,1209100,1333400,1354300,1418100,1368900,1.39E+06,1403600,1445800,1443900,1491500,1482500,1508100,1.49E+06,1506900,1477800,1.42E+06,
