Zip,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360500,361900,376600,393200,384400,349100,351200,369200,344900,319700,279500,304900,342800,374600,388200,358900,387400,393600,411800,385200,376800,3.69E+05,3.71E+05,420600,413100,437200,3.69E+05,376200,352200,365900,363300,352300,353900,381800,397200,424100,407300,406500,396600,385100,373600,368900,389800,383400,399500,382700,397800,386400,439800,457900,481900,
6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310300,3.04E+05,329200,349200,340800,339100,338900,3.24E+05,323500,297500,298100,290200,317600,338500,329400,338700,3.27E+05,341700,336400,349400,349700,302800,291900,288500,331300,324300,3.30E+05,3.38E+05,369800,3.45E+05,325700,286600,307400,337800,371700,352900,332300,329300,350500,
32814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396100,3.98E+05,3.55E+05,350400,348700,338300,357200,349700,386200,380800,389300,387200,3.99E+05,393800,4.02E+05,410700,417300,401100,379600,391800,399600,412900,424700,412600,428700,461400,435600,397100,342900,382900,414500,438500,424200,422300,391400,402300,386100,4.02E+05,388200,4.05E+05,408600,442800,433900,420700,386400,391900,394400,411300,415400,420700,420400,417700,422100,485400,509100,5.00E+05,452800,459300,475300,468900,448900,435900,430600,405300,417800,404600,438400,493400,506100,524800,473800,538400,517800
73045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161800,145200,152800,1.55E+05,167200,166300,161300,148500,140700,156900,158100,167600,138800,140400,133400,145400,1.43E+05,145400,153700,156200,149500,135700,124700,132700,127300,128900,130100,145400,
40242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149800,163300,167200,171500,180600,212700,225700,219900,195600,187200,1.66E+05,166800,161800,178400,186500,189800,203300,223200,225600,202800,176600,170200,169200,173800,185300,187700,2.06E+05,206300,231200,
93730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342700,414900,439700,443700,450400,424900,428900,370400,390500,394200,409700,419600,415200,396200,374500,3.89E+05,423500,448300,432800,419600,429800,426800,441700,523400,528500,564300,484700,506300,475800,463600,454500,448400,430200
37062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144300,162300,1.62E+05,180400,173600,179400,173200,1.73E+05,170700,171600,178500,177400,167700,154500,1.68E+05,166500,176300,194100,204300,207400,188900,186100,183700,184700,2.06E+05,212200,218500,2.07E+05,2.21E+05,218600,220600,214700,214800,207200,211300,227200,242200,241300,221200,225600,220100,238500,230300,239800,243500,275600,282800,278300,262100,288700,288900,288900,262100,274900
8863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234900,237200,241700,242800,2.48E+05,254300,254900,252800,251900,251200,249800,249400,241300,237700,231600,265800,260200,257900,262400,283800,2.81E+05,259900,248900,269500,279900,278200,255500,256900,255800,267200,267500,
76088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189200,2.05E+05,225200,245200,245300,235400,210700,185400,174400,191500,189900,217100,226900,254500,243900,2.41E+05,238200,225500,254300,2.45E+05,285400,283900,298300,272500,2.63E+05,258700,273900,280500,262500,227400,229700,248300,254600,238400,228300,234200,242700,266900,271400,
63117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308200,259400,267500,308900,282300,265900,215700,215500,236200,244100,245700,215600,229900,209200,210400,227900,243700,257300,227600,2.17E+05,213800,209700,211700,200500,211600,225500,233900,215600,231100,2.48E+05,257200,250700,268400,275800,315800,283200,265400,213600,230300,243800,
97023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185400,201700,222900,2.26E+05,210500,185900,217600,247200,245900,2.19E+05,195700,207800,2.14E+05,230700,221600,218700,223400,240700,229500,2.09E+05,219300,221500,241300,227300,239900,245200,263800,264400,2.52E+05,252400,265600,278500,282200,2.86E+05,275200,268100,2.48E+05,246200,235200,276700,291600,306900,289400,282300,2.66E+05,266900,278300,308700,317800,304200,299900,287900,301900,301400,300700,303700,314900,321700,322900,315800,331700,3.67E+05,3.93E+05,400900,370700,355700,3.27E+05,304100,296100,335200
14625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205900,217600,211200,220400,213900,2.18E+05,216100,214500,221500,212400,2.28E+05,206200,2.20E+05,211200,216600,205800,1.84E+05,179700,176300,216900,222400,228600,181300,188300,195800,210300,196200,197400,
60545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151300,147500,146400,141700,149500,135900,134200,1.25E+05,127200,135100,150900,1.60E+05,159200,158800,147900,149800,146800,164900,179600,174500,177200,166500,182900,1.73E+05,171700
95320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290600,288500,277300,286600,274800,285100,281900,310800,314200,308100,306300,307700,310200,301300,308400,2.99E+05,330200,359600,372800,334700,3.07E+05,297800,318400,311600,307400,316900,332500,355200,360300,357700,366600,3.64E+05,365300,356200,342400,355800,345300,363400,362600,3.87E+05,381200,407800,403600,407600,375900,3.85E+05,381600,383200
20882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86E+05,505900,515800,4.78E+05,474300,442700,413300,422600,480700,545500,553500,534800,532400,498500,4.71E+05,433600,469200,481600,544200,518500,525900,478900,511500,509400,503100,486400,497200,496600,485100,477400,503800,538500,576300,570100,517700,522900,520800,600900,5.65E+05,583400,545500,
48122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41400,42400,43600,51300,48500,50700,48400,50900,47600,55300,5.90E+04,60400,59900,5.70E+04,57700,54700,57600,59800,60100,73400,79800,76600,60100,59300,54700,54600,48500,51800,56400,61800,
83644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54E+05,139300,132700,1.34E+05,151100,162600,165400,162900,1.49E+05,153300,150100,157200,150200,154800,157600,155300,160200,159700,166800,165100,169400,168300,177100,184100,187100,184600,181500,179300,177500,178200,178600,189900,191900,196400,186200,187900,184900,1.85E+05,2.00E+05,209600,218100,208700,222200,2.29E+05,229800,225500,228300,246800,246600,246400,229300,226800,
12586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153800,158100,158300,161300,153300,190700,1.91E+05,186900,149700,141300,127400,140900,147900,154800,162700,168900,167300,1.54E+05,159900,156200,185700,170100,187300,159800,166400,155200,147100,153500,147400,151500,141200,156600,152400,1.78E+05,168500,170600,152800,159600,176100,195900,205400,208900,194300,199200,198300,218800,,
33976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52700,51500,54700,54700,58800,58100,59700,59600,59400,58300,57800,59900,61700,62200,6.60E+04,66500,68700,68400,70200,72100,70700,70400,69200,69400,71500,7.10E+04,7.40E+04,76700,82700,83300,81700,80100,80600,83500,8.40E+04,83900,81400,73400,76100,77900,88900,86200,87200,88700,93700,97200,99800,101200,102700,104600,100400,100900,99800,106300,110300,114500,116600,114500,114100,116700,124400,126400,127200,125800,127800,133600,134800,138100,136400,137500,138800,140500,142700,142400,149400,150300,152600,147900,150700,150300,150700,150400,148400,1.49E+05,152900,161600,170600,170300,169600,167300,168900,170200,
32095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233200,239800,253800,270900,275800,261100,225100,217500,2.16E+05,233200,262200,265800,287300,283900,276600,260300,258800,277600,3.11E+05,306900,320800,340600,353400,356700,315900,305900,305400,311700,314300,301400,326200,323500,336700,354300,395100,372900,318500,293200,3.46E+05,354200,329400
44044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151100,151900,1.49E+05,160800,149800,185600,168500,1.76E+05,135800,134100,127100,1.28E+05,129800,147300,145900,152200,171800,180400,179100,137900,125900,138100,147500,152400,168100,
33972,168400,164200,144500,133700,127900,127400,119300,101600,89500,82700,86600,84700,75100,71200,67800,67300,63400,66500,67600,68700,63800,6.10E+04,58700,60800,64600,6.90E+04,70900,6.70E+04,62900,5.90E+04,58900,55600,52900,54400,58300,65100,64300,70600,72500,71900,62500,59700,65600,6.50E+04,64500,6.10E+04,64700,67400,66300,72500,76100,81300,75700,74300,74700,77400,76500,87400,90400,91900,84100,8.30E+04,85100,86700,87400,88400,86100,89700,81700,91600,81500,93300,93100,104200,107900,100700,101800,100300,106500,109200,112600,111100,111400,112200,111900,126400,1.24E+05,128200,120900,125200,126500,125700,128600,137400,141300,1.46E+05,144200,1.50E+05,1.53E+05,1.55E+05,152100,154900,154800,156900,143200,142400,143800,156100,159500,163900,165900,167300,170200,167400,170500,163600,156100,152600,163600,179100,189100,197200,1.94E+05,188700,172400,
60558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504200,529400,517300,495600,472800,508300,536300,545500,531700,504100,502400,480400,486800,505700,495600,529600,522800,590600,606400,669400,758500,748300,714200,574400,5.46E+05,555500,584500
1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322900,331400,317100,320700,322800,312100,307800,301600,343800,356900,355800,314400,288300,293400,316400,342100,349100,335300,306800,319500,309200,3.14E+05,299900,301100,320200,324500,334700,
1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166300,141600,1.49E+05,1.62E+05,181300,175700,161400,1.75E+05,177300,179200,160200,144900,151500,149800,177200,181100,194700,175500,200800,205600,1.97E+05,146800,149200,1.45E+05,194100,174900,
32908,140700,131300,130400,126100,128700,116400,114900,96800,103200,91100,94200,92400,98700,101400,100200,97800,95500,87900,87400,9.00E+04,99500,98300,93800,79900,80700,79300,84500,82900,82900,8.40E+04,78900,72100,64900,62400,67300,69100,69100,69100,63800,66900,62300,68600,70500,78500,80600,77500,67600,63700,66300,74400,79800,82500,82700,78400,75300,76100,88400,91700,91200,86700,93400,95500,93400,93500,96300,96800,95400,93400,94800,93400,84500,8.00E+04,81100,90400,90800,90900,91300,100100,104300,111600,1.11E+05,104900,104300,107100,118500,124500,128400,122100,110200,110800,118900,129500,128600,131500,135600,142800,140200,141300,138600,139800,1.36E+05,1.34E+05,132600,133800,141300,143700,148100,143100,141900,139100,142900,149800,156800,160400,1.56E+05,163600,167200,173600,171800,172700,1.78E+05,180600,170200,168600,160100,
11436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323200,342100,370200,380200,368500,371700,349200,343500,349900,347300,363300,354600,350800,342500,335700,340900,340400,346200,3.53E+05,362700,375700,357900,357900,348400,3.78E+05,3.63E+05,337400,355300,387200,425300,397100,403600,392100,4.23E+05,421100,451200,431700,417700
20872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313100,338300,338500,306200,304400,311500,348400,345200,310800,309300,317200,3.63E+05,372300,355600,354600,350700,351300,352700,353200,373700,379800,3.64E+05,3.52E+05,360300,338700,314100,293300,313700,
48360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153500,165600,163400,176900,180700,190700,176600,163500,153200,172200,192400,189700,184600,184500,211700,227800,228400,212400,205900,211900,232700,235100,2.11E+05,2.13E+05,207300,2.27E+05,218300,2.22E+05,210500,218900,224900,235800,225500,208800,187400,1.84E+05,194300,2.20E+05,217400,216400,225400,242400,244900,214200,222400,223200,244800,230400,236100,247200,253400,241900,238800,228500,230300,229900,228400,239400,2.41E+05,253800,255300,252900,249600,244700,233300,2.44E+05,2.51E+05,258500,227400,233300,231900,244100,234200,248600,260200,2.56E+05
85305,276200,229500,229600,220400,226600,2.35E+05,224200,214100,2.07E+05,189400,190900,173600,173600,1.55E+05,158600,162900,159900,166900,166700,172100,164900,160800,162900,153500,169800,164100,166600,149100,142900,128200,127300,125600,137600,139300,146900,154500,146700,142500,127800,135200,136700,139800,129600,123100,124700,126700,144600,149500,155200,143900,147900,143300,1.64E+05,162700,162800,154500,153300,166300,159700,1.68E+05,173400,208700,207900,207900,179500,191300,188100,194100,188300,197400,204300,209500,201300,215100,231600,239800,219600,204800,202900,206100,208800,213600,214300,213800,209100,2.04E+05,197200,1.93E+05,199300,1.97E+05,210800,216800,217500,210800,208200,204600,2.08E+05,206200,216100,221300,236500,2.31E+05,231100,214400,224300,222100,229900,227600,239500,249200,262500,263900,265800,278800,275800,266700,253900,258800,267600,256200,251800,248200,250200,251600,257300,2.58E+05
97089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295600,316700,3.30E+05,329100,312500,308500,312500,326400,328100,3.34E+05,339600,347400,3.36E+05,3.23E+05,301700,304600,318700,327400,349600,348500,353300,328500,324500,308200,320300,3.29E+05,344400,350700,347100,362100,367700,376300,379800,3.81E+05,389800,394800,4.03E+05,4.04E+05,412900,388700,394100,383700,402300,393200,393600,4.02E+05,408700,409600,416400,412900,420400,427700,433600,426300,411600,412400,425700,445500,429500,437400,429700,449300,444500,429100,431900
34604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99100,102600,103500,96900,106200,98800,116200,114600,128700,108400,106600,97900,103700,103200,112700,120100,125800,125600,1.28E+05,151500,151500,148100,106900,104300,107900,118800,116800,1.18E+05,125300,129400,124700,1.18E+05,115600,123100,128200,128100,129500,130800,140400,141800,139700,1.31E+05,136100,139300,142400,136400,139400,140700,140700,138600,135800,156500,156600,163400,146900,154400,154600,162200,1.56E+05,160100,156600,1.70E+05,166300,168900,156300,156600,157500,167900,173400,169600,162400,163500,171900,1.78E+05,180100,181500,175400,172300,168100,
38060,144400,151700,150500,150300,138700,139600,142700,147600,139900,140500,142200,149800,144200,156200,159800,164600,155700,146300,148700,158600,165700,172200,159500,170200,155400,154400,153800,154300,1.60E+05,145600,152600,157400,154900,1.46E+05,132700,140400,139100,151400,164100,160100,147400,127900,131300,146800,143100,1.53E+05,137500,136500,123300,133400,133100,142800,131800,139900,140800,150900,145900,145100,130500,133500,132600,143400,139900,135900,136600,140300,143800,137300,135300,139500,154300,149200,147400,1.39E+05,152900,151100,155400,151500,149200,148600,148900,146500,149700,153600,158400,150300,150400,151700,153500,145700,148400,148500,152200,147800,148800,154200,157500,163100,155400,153200,148600,159900,164400,1.77E+05,178500,186200,177400,165900,156800,162300,174500,194100,197800,202800,197900,197800,191200,187400,182300,194700,199700,195700,184800,182900,192200,190400
60554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196300,203500,223700,227300,2.17E+05,231500,231700,260100,258700,260200,250200,253800,256300,267500,2.74E+05,274900,273900,277600,271700,255900,237200,295200,296300,309600,265400,258600,256700,260300,273100,255800,270100,266700,2.90E+05,2.84E+05,284400,270800,249500,258200,249700,256500,254200,255600,260300,256800,268500,257700,256500,252700,261900,246600,239700,232600,234400,249600,2.66E+05,282800,2.95E+05,294500,284800,258400,244200,252400,253400,2.43E+05
43103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144300,144800,133500,140600,152600,160400,162800,155100,1.42E+05,124200,120700,1.36E+05,142300,149800,144100,150200,1.49E+05,141700,150300,151100,155800,149200,145200,150200,148500,155300,1.62E+05,155300,1.44E+05,162200,177200,178300,152500,138100,147600,154600,162300,1.65E+05,163600,170800,169200,167900,167800,165300,1.69E+05,178400,191900,199900,186200,183400,176800,
34240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361700,362500,353500,362600,3.73E+05,401500,400200,418400,412100,423300,4.25E+05,408600,420300,418300,430800,4.18E+05,402700,391700,389200,369700,366900,366500,401800,387500,388400,371900,378500,3.74E+05,366100,409600,433500,434900,423300,397600,416400,387900,385300,395300,428500,4.48E+05,454800
1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248900,2.45E+05,229400,237900,250900,241900,238700,2.41E+05,294600,307900,311100,254600,257300,249600,244900,232600,278800,293200,294800,227500,230800,239300,266300,268100,275500,284200,269100,260200,265900,271600,270600,241900,258500,268300,299600,304200,288700,2.98E+05,270300,
92313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296200,309600,302700,307500,2.98E+05,307300,309800,313800,303300,305500,320600,321600,321700,308700,319200,317600,329300,323500,325900,341500,352200,354400,335300,349700,367700,368900,356300,354200,369600,,
50327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169700,161300,165700,169600,169500,162200,165300,161100,163200,160400,165700,135600,1.50E+05,151900,179300,166800,163400,1.60E+05,1.52E+05,152900,159700,172300,168300,162300,153500,165700,176500,181700,175500,177300,183600,195400,1.88E+05,217600,208300,217100,195300,191300,180800,176100,184400,196900,193200,188900,196800,191800,200700,197900,200600,191300,191100,191100,196900,203200,204800,199100,206800,2.09E+05,234100,232400,242300,239500,233800,230700,217700,,
33170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161700,1.60E+05,149700,150500,159600,176400,160500,163700,170100,1.92E+05,169100,166800,1.70E+05,198700,208900,209800,207900,225400,233800,242800,232300,229200,237500,251300,254200,264600,202600,227900,192800,241900,213900,237600,242400,235600,260400,2.75E+05,287200,260600,221600,261200,,,,,,
92325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95500,1.03E+05,95600,102700,86800,85200,8.70E+04,92600,96800,98300,97200,96100,84800,75500,73500,76600,77900,76800,86800,94800,101200,101700,106600,115700,103800,104300,104100,115400,116200,112700,113500,113700,117300,126900,1.25E+05,126700,124100,129100,125400,131800,135100,151600,146300,1.52E+05,144100,146600,155500,159400,164900,1.61E+05,167100,166400,1.71E+05,162100,164700,161300,1.61E+05,1.64E+05,163200,177400,186800,198300,194600,194400,175300,165200,168600,182500,204200,193800,195700,179700,170900,162400,166600,172700,1.77E+05,184500,191100,1.97E+05,197100,205200,216300,220100,219600,201500,211700,217700,233600,214700,215800,214400
85054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357600,410500,415700,395300,356800,374900,367200,352700,346100,339200,374800,372500,384500,388700,371200,336300,326300,328900,342400,3.34E+05,340600,349300,3.45E+05,361800,342300,330800,320100,318600,337900,346500,357900,360900,318700,339700,324100,346100,341200,328300,323600,314900,334500,330800,342900,338900
91108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518600,1677600,1787800,1896200,1673600,1679700,1573200,1695100,1708800,1761300,1713900,1632400,1820600,1.89E+06,1.94E+06,1.78E+06,1846600,1873200,1890100,1890800,1889700,2007400,2195500,2.17E+06,2058100,1869800,1.96E+06,2123100,2224100,2119600,2091300,2011600,2080400,2168600,2219600,2329600,2443200,2388500,2372800,2203500,2226200,2311900,2455600,2466800,2231500,2081200,2007500,2307500,2262600,2308700,2065200,2098500,2013900,2061900,2015700,2.12E+06,2234400,2205700,2.26E+06,1935200,1901500,1968100,2.23E+06,2302800,2077400,2176600,2016900,2012800,1919600,2195500,2191400,2016100,1781300,1839400,1986600,2224300
83669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245500,243700,236200,232800,231500,235200,239700,287800,288300,271300,226500,2.18E+05,243900,238600,238800,2.27E+05,238500,250800,250500,2.78E+05,276800,279400,244500,2.46E+05,245600,263600,258500,2.59E+05,245200,251900,267700,315700,320300,315300,282200,276300,298400,287700,298900,288400,312900,317300,307700
19444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365500,357900,383500,373400,371600,358600,363200,401200,394800,429300,416500,410700,387500,369300,3.64E+05,362600,366200,3.52E+05,326700,322300,353100,373300,385600,410800,412600,
68133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203600,199800,203300,194300,201300,202500,200700,199800,201800,210200,212700,202700,202200,205100,217900,219800,216100,228600,226800,224300,212500,211700,216900,2.21E+05,218800,2.21E+05,223400,231700,225700,225700,232400,248700,258900,280700,272900,266300,242300,252800,239900,238900,234800,236200,238700,241500,250400,253300,251800,253500,255100,2.53E+05,249600,2.55E+05,253800,278300,273100,295200,282500,308600,284200,271300,247200,256500,257700,258500
80018,221600,2.20E+05,230800,237800,241800,243700,233400,219900,218500,214900,229200,227200,228100,217200,219600,2.28E+05,229100,225900,217900,225400,224800,227500,230100,230700,229900,223200,225600,227400,227300,225400,233300,2.35E+05,2.45E+05,240700,234600,233500,215300,216300,192100,210400,214600,239900,219700,2.16E+05,201700,222700,224800,240200,229100,223100,216600,220300,227400,225100,236400,239100,240600,241900,244100,259500,256700,2.60E+05,254200,257900,266700,267600,268100,263800,264500,265900,266200,265500,267500,263900,264900,266100,274600,279300,284100,287300,289300,295900,292300,303400,302700,313200,3.11E+05,314200,315800,317800,327600,331500,328500,325700,330800,340900,344200,333600,334900,332200,345100,3.48E+05,351500,351800,355200,356600,360900,362900,365100,366700,367500,373500,376900,3.77E+05,378600,381900,381300,3.89E+05,387400,397600,387900,394500,399600,409700,404400,400600
78163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340900,339800,346300,349300,320700,324100,391700,402500,384600,308200,311600,3.08E+05,3.16E+05,309400,298700,3.15E+05,352800,363800,362900,330400,303100,298700,330600,359700,371200,328700,361500,361500,411400,412800,444700,435400,383500,3.58E+05,331900,377600,373600,391600,388200,
2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328200,322600,318800,316600,316300,315500,3.18E+05,3.19E+05,313600,302800,303800,303500,304600,304700,286200,2.97E+05,301500,329100,304800,303600,316800,339900,351500,341400,346600,345500,330800,
7853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396700,406100,464500,457400,461700,421800,428800,418900,3.62E+05,336600,333500,421500,4.31E+05,433300,418400,431100,423400,394900,4.15E+05,413800,423700,429400,466400,481200,497300,473500,494500,457200,454700,415800,450100,4.52E+05,469400,430700,4.46E+05,433200,4.37E+05,412800
90755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373800,342100,361800,350400,3.86E+05,385100,392600,398100,398300,389400,371600,3.98E+05,408900,415300,409200,4.19E+05,422400,442500,433100,4.36E+05,423900,4.30E+05,427500,414100,414400,429800,452400,451700,448900,465600,516400,554500,516400,475200,478700,499300,524300,510300,5.21E+05,531400,5.18E+05
60097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101100,105600,106500,1.20E+05,1.21E+05,126500,142600,137400,133200,109300,117900,120300,127600,123900,1.33E+05,139400,150900,139500,153700,155400,182200,163200,163300,1.40E+05,140200,131400,132700,
