Zip,FILTER_Median_Value_Per_SQFT_2017-09_to_2018_08,Price_to_Rent_Ratio_2017-09_to_2018-08_avg,FILTER_Sale_Price_2017-08_to_2018-07_avg,PctPriceCut,BuyerSellerIndex,MarketHealthIndex,FILTER_ZHVI,YoY,ForecastYoYPctChange,DaysOnMarket_Average,median_value_per_sqft_avg_scaled_0_1,SCORING_price_to_rent_ratio_scaled_0_1,SCORING_buyer_seller_index_scaled_0_1,SCORING_market_health_index_scaled_0_1,FILTER_days_on__market_bin,SCORING_days_on_market_scaled_0_1
87544,143.1666667,14.225,,,,,,,,,0.062111279223398895,0.29016841728641163,NA,NA,NA,NA
1510,174.4166667,12.92083333,,13.79310345,1.621621622,3.150117387,268200.0,8.803245436,0.079813572,65.75,0.07787023030761472,0.25683849140024023,0.1621621622,0.3150117387,less than 90 days,0.07606382978723404
2067,281.9166667,16.24666667,512716.6667,21.56862745,9.555555556,7.773097638,539300.0,3.096922195,0.087131467,77.25,0.1320810220373172,0.341835126632421,0.9555555555999999,0.7773097638,less than 90 days,0.10053191489361703
60173,176.5,10.9,,,,,,,,,0.0789208270297529,0.20519307930179664,NA,NA,NA,NA
77030,207.8333333,11.8275,,,,,,,,,0.09472180196671709,0.22889672621329452,NA,NA,NA,NA
68507,135.3333333,10.22,,,,,,,,,0.05816103545133636,0.18781466431546937,NA,NA,NA,NA
90305,359.4166667,18.19583333,,,,,,,,,0.17116322072617246,0.3916489900074114,NA,NA,NA,NA
13104,105.8333333,9.32,213057.1429,19.52662722,7.037037037,3.239883994,238600.0,5.435262925,0.013579212,97.5,0.043284585627836616,0.16481382095121266,0.7037037037,0.3239883994,less than 120 days,0.14361702127659576
18707,100.5833333,11.15916667,,25.47169811,4.285714286,2.073608618,177800.0,-2.735229759,0.021811024,89.25,0.04063708184568835,0.21181647039280327,0.4285714286,0.20736086180000002,less than 90 days,0.12606382978723404
78701,369.4166667,15.87083333,,,,,,,,,0.17620608507312155,0.33223014464974826,NA,NA,NA,NA
35111,97.58333333,11.72583333,,,,,,,,,0.03912422255673222,0.22629848271103276,NA,NA,NA,NA
31545,64.25,9.656666667,,,,,,,,,0.02231467473524962,0.1734178401441386,NA,NA,NA,NA
94019,644.4166667,25.53833333,1154441.667,24.61538462,9.666666667,9.965474382,1260200.0,16.56646009,0.099796064,44.75,0.31488485461422083,0.5792975371208057,0.9666666666999999,0.9965474382,less than 60 days,0.03138297872340425
60131,164.0833333,10.5975,212300.0,26.2295082,8.571428571,8.607927082,194100.0,8.55704698,0.102272025,86.0,0.07265927044881493,0.19746224028214368,0.8571428571,0.8607927082,less than 90 days,0.11914893617021277
35213,215.5,14.26,,22.33009709,4.347826087,2.568015467,515900.0,0.311102469,0.014663695,51.0,0.09858799798285427,0.29106289452835493,0.43478260869999996,0.2568015467,less than 60 days,0.04468085106382979
2863,130.25,9.640833333,,,,,,,,,0.055597579425113466,0.17301319566050755,NA,NA,NA,NA
14222,168.6666667,13.765,,,,,,,,,0.07497058330811901,0.27841243067801374,NA,NA,NA,NA
33315,235.8333333,12.755,,21.27659574,7.471264368,7.712332551,294700.0,6.12171408,0.048527316,89.75,0.10884182213817448,0.2526003731247924,0.7471264368,0.7712332551000001,less than 90 days,0.1271276595744681
34715,132.0,13.20583333,253175.0,18.69158879,3.552631579,7.757906367,230100.0,8.078910287,0.065554107,69.0,0.05648008068582955,0.26412209179892154,0.35526315789999996,0.7757906367,less than 90 days,0.08297872340425531
20737,227.5,12.51666667,264425.0,17.0212766,6.666666667,2.066012982,282200.0,5.298507463,0.033199858,81.0,0.10463943519919314,0.24650940913389044,0.6666666667000001,0.2066012982,less than 90 days,0.10851063829787234
28460,126.4166667,13.83666667,,,,,,,,,0.0536644814422592,0.28024397940146695,NA,NA,NA,NA
75633,56.41666667,8.624166667,,,,,,,,,0.01836443099848714,0.14703076150681083,NA,NA,NA,NA
72830,62.75,10.27666667,,,,,,,,,0.02155824508320726,0.18926286564951825,NA,NA,NA,NA
77713,94.5,7.570833333,,,,,,,,,0.03756933938477055,0.1201112559227172,NA,NA,NA,NA
7079,264.0833333,19.1375,,13.86138614,1.183533448,4.038116282,636500.0,0.015713388,0.057205027,98.0,0.12308791391830559,0.4157146873163127,0.1183533448,0.4038116282,less than 120 days,0.14468085106382977
36054,83.41666667,10.69916667,,13.26530612,1.428571429,0.301753901,128400.0,2.637889688,-0.025475078,62.5,0.031980164735249623,0.20006048378440544,0.1428571429,0.030175390099999998,less than 90 days,0.06914893617021277
47170,77.08333333,9.248333333,,28.75,10.0,5.589007043,110800.0,11.58106747,0.013745487,81.0,0.02878635064548664,0.16298227230442894,1.0,0.5589007042999999,less than 90 days,0.10851063829787234
33184,172.75,12.49666667,291566.6667,10.34482759,1.091954023,9.174147217,339900.0,4.520295203,0.052574287,92.0,0.077029752899647,0.24599827928135143,0.1091954023,0.9174147216999999,less than 120 days,0.13191489361702127
83318,81.58333333,13.64083333,,,,,,,,,0.031055639601613717,0.27523916609164556,NA,NA,NA,NA
96766,382.5833333,18.7625,,,,,,,,,0.18284585642965204,0.40613100258120577,NA,NA,NA,NA
91390,270.8333333,17.6075,603200.0,18.30985915,6.872727273,8.380058003,643700.0,5.906548207,0.116938015,62.25,0.12649184735249622,0.37661325359707637,0.6872727273,0.8380058003,less than 90 days,0.06861702127659575
59047,168.9166667,14.7475,,,,,,,,,0.07509665491679274,0.303521684683994,NA,NA,NA,NA
70767,101.8333333,11.18916667,,,,,,,,,0.04126743988905699,0.21258316517161185,NA,NA,NA,NA
8110,84.25,8.191666667,,17.55725191,8.0,2.427150946,123500.0,20.25316456,0.080364372,112.25,0.03240040342914775,0.1359775784456541,0.8,0.2427150946,less than 120 days,0.175
44030,58.91666667,7.208333333,,,,,,,,,0.019625147085224406,0.11084702734544712,NA,NA,NA,NA
83858,157.0,14.5175,,,,,,,,,0.06908724155320221,0.297643691379795,NA,NA,NA,NA
45229,69.66666667,11.25666667,,,,,,,,,0.025046226258194654,0.2143082284239311,NA,NA,NA,NA
22025,195.5833333,15.235,346983.3333,32.25806452,7.419354839,4.892280072,380000.0,3.711790393,0.037973684,58.0,0.08854429314170448,0.315980474839633,0.7419354839000001,0.48922800720000004,less than 60 days,0.059574468085106386
