Zip,PctPriceCut,BS_DaysOnMarket,BuyerSellerIndex,MarketHealthIndex,ZHVI,YoY,ForecastYoYPctChange,NegativeEquity,Delinquency,MH_DaysOnMarket,DaysOnMarket_Average
60445,16.94915254,86.0,2.425249169,0.428808176,131800.0,1.384615385,0.115735964,0.217612193,0.108949416,84.0,85.0
60471,11.25,98.0,3.089700997,4.264604336,125100.0,6.106870229,0.100423661,,,96.0,97.0
60457,18.60465116,77.0,1.46179402,0.116006077,207100.0,2.22112537,0.073162723,0.176020408,0.038647343,69.0,73.0
60503,29.37062937,61.0,4.053156146,0.508907609,259300.0,4.767676768,0.05861936,0.09325288,0.055882353,63.5,62.25
60447,19.04761905,66.0,0.465116279,2.773097638,219800.0,7.167235495,0.067311192,0.124851837,0.053797468,64.0,65.0
60020,21.40077821,84.0,4.584717608,1.407954702,138400.0,7.203718048,0.09349711,0.233649789,0.038374718,74.0,79.0
60481,23.40425532,93.0,7.707641196,0.437094324,146500.0,-2.786994028,0.12309215,0.11365003,0.052910053,81.0,87.0
60033,14.58333333,91.0,2.757475083,2.933987018,125600.0,6.62139219,0.151257962,0.228591649,0.07120743,75.0,83.0
60482,24.03846154,76.0,4.617940199,0.408783317,162500.0,3.437301082,0.090055385,0.21393643,0.04,74.0,75.0
60152,26.47058824,80.5,7.342192691,2.7150946,185400.0,8.866705813,0.098996764,0.153422983,0.023904382,65.0,72.75
60548,21.50537634,81.0,3.754152824,7.289048474,184000.0,6.666666667,0.082782609,0.105731775,0.052631579,77.5,79.25
60633,31.08108108,124.0,10.0,6.466648253,110600.0,8.858267717,0.112522604,0.326627219,0.032608696,87.0,105.5
60523,20.94240838,111.0,7.242524917,0.834829443,690200.0,0.921187308,0.019876847,0.095087163,0.016666667,99.0,105.0
60558,22.85714286,96.5,7.80730897,2.521751139,508600.0,0.374975331,0.042060558,0.081699346,0.04,98.0,97.25
60176,35.71428571,72.0,7.176079734,6.59439304,198700.0,8.996160176,0.086517363,0.226519337,0.03902439,84.0,78.0
60410,22.30215827,84.0,5.647840532,2.980251346,228500.0,3.958143767,0.065304158,0.079728584,0.04787234,73.0,78.5
60554,27.19298246,79.5,7.574750831,1.86369286,276200.0,2.944465151,0.060677046,0.097924188,0.02764977,82.0,80.75
60712,18.04511278,94.0,4.119601329,1.506007458,370100.0,4.488989272,0.065376925,0.145093946,0.043165468,85.0,89.5
46405,11.36363636,98.0,3.122923588,0.150531695,76300.0,3.387533875,,0.145365169,0.096618357,64.0,81.0
60097,22.12389381,76.0,2.890365449,1.478386963,147900.0,10.37313433,0.106355646,0.186879824,0.053097345,73.0,74.5
60143,23.58490566,69.5,2.159468439,1.616489435,286300.0,2.067736185,0.062927,0.113368283,0.005780347,69.0,69.25
60305,14.92537313,88.0,2.392026578,1.547438199,540100.0,5.715404189,0.032090354,0.167475728,0.02173913,94.0,91.0
60190,30.76923077,70.5,6.245847176,3.426322331,305700.0,9.452201933,0.04492967,0.071933472,0.01734104,70.0,70.25
60171,32.14285714,81.0,8.903654485,3.529899185,196200.0,7.15456035,0.077874618,0.165060241,0.01459854,84.0,82.5
60534,16.27906977,81.0,1.627906977,2.513464991,159000.0,6.639839034,0.090805031,0.236486486,0.028571429,84.0,82.5
60475,23.80952381,105.0,8.803986711,3.636928601,80700.0,8.467741935,,0.386091127,0.059006211,96.0,100.5
60044,22.44897959,102.0,8.006644518,5.086314045,452100.0,1.962110961,0.057781464,0.091750193,0.025210084,100.0,101.0
60464,28.68217054,115.5,9.933554817,1.759425494,337200.0,1.322115385,0.043662515,0.113207547,0.012820513,101.5,108.5
60422,26.47058824,127.0,9.833887043,1.227730976,207000.0,4.863221884,0.07126087,0.340933768,0.079617834,128.0,127.5
60041,30.18867925,95.0,9.800664452,3.915205082,160900.0,4.752604167,0.101093847,0.181755356,0.02661597,86.0,90.5
60514,26.8907563,91.0,9.235880399,2.233116973,466900.0,3.000220604,0.028492182,0.088157895,0.029850746,90.0,90.5
60119,30.14705882,87.0,9.435215947,1.418312388,285900.0,5.381496498,0.056768101,0.093529092,0.046511628,84.0,85.5
60416,17.5,75.0,1.029900332,3.560972241,169700.0,-0.644028103,0.109222157,0.089512358,0.044776119,68.0,71.5
60442,18.18181818,88.0,3.056478405,1.462505179,242100.0,0.165494415,0.06748038,0.093784079,0.046511628,107.5,97.75
60012,24.8,98.0,8.870431894,1.949316393,302800.0,6.096706377,0.059980185,0.089757128,0.047058824,86.0,92.0
60081,31.34328358,93.0,9.76744186,4.552547991,268700.0,7.394084732,0.073230368,0.126994257,0.045226131,89.0,91.0
60083,24.59016393,85.5,7.375415282,0.571053722,240300.0,5.579964851,0.072563462,0.207656613,0.061452514,78.5,82.0
53168,9.090909091,59.0,0.033222591,7.420245822,178400.0,9.649661955,0.084338565,0.087090797,0.014184397,51.5,55.25
53181,17.9245283,71.0,0.664451827,4.373014777,219100.0,14.05517959,0.056964856,0.080424886,0.018867925,74.5,72.75
60449,23.21428571,94.0,7.740863787,0.670487502,190900.0,4.089422028,0.095919329,0.133381924,0.081967213,88.0,91.0
60501,21.21212121,132.5,7.873754153,5.056622014,163800.0,6.501950585,0.091868132,0.220833333,0.075471698,84.0,108.25
60042,28.28282828,71.5,6.046511628,0.396354095,167100.0,2.452483139,0.103183722,0.14145744,0.025974026,62.0,66.75
60069,24.80620155,129.0,9.534883721,6.079270819,453000.0,2.372881356,0.049028698,0.069536424,0.035714286,123.0,126.0
60401,17.39130435,112.5,5.514950166,1.335450905,179800.0,2.625570776,0.080850945,0.160289555,0.058064516,71.0,91.75
60022,16.78832117,113.0,5.215946844,0.179533214,898600.0,-8.511504785,-0.083659025,0.072487644,0.022727273,102.0,107.5
60195,18.18181818,77.0,1.328903654,2.179257009,151400.0,7.223796034,0.097727873,0.253164557,0.05,70.0,73.5
60136,26.58227848,83.0,7.973421927,0.442618423,257600.0,0.98000784,0.061420807,0.177615572,0.023972603,74.0,78.5
60096,21.53846154,88.0,5.813953488,1.847811076,164500.0,5.78778135,0.090559271,0.203849519,0.042918455,84.0,86.0
53179,10.16949153,62.0,0.099667774,7.77931225,177200.0,10.61173533,0.084080135,0.098484848,0.034188034,62.5,62.25
60480,32.0,76.5,8.073089701,1.491506698,247900.0,3.034081463,0.071787011,0.171259843,0.034482759,84.0,80.25
60408,23.25581395,81.5,5.84717608,4.875707775,155200.0,-3.422526447,0.109284794,0.073288332,0.052631579,71.0,76.25
60021,18.60465116,116.0,6.279069767,5.671178014,228700.0,9.060562709,0.056786183,0.118951613,0.008474576,72.0,94.0
60461,31.25,118.5,9.966777409,1.084794918,190100.0,-0.627286984,0.062672278,0.341463415,0.097402597,84.0,101.25
60184,26.08695652,194.5,9.900332226,0.855544814,492800.0,8.594094315,0.006503653,0.125373134,0.047619048,74.0,134.25
45011,18.70669746,60.0,4.17721519,1.117248999,192900.0,6.105610561,0.050207361,0.102398854,0.038461538,54.5,57.25
45044,17.86941581,71.0,7.215189873,2.813837868,125400.0,4.761904762,0.067551834,0.126459144,0.030769231,69.5,70.25
41042,17.35849057,60.0,3.417721519,4.677530728,155100.0,7.409972299,0.060580271,0.072066327,0.026548673,58.0,59.0
45140,22.16358839,64.0,7.594936709,3.840629747,250200.0,5.480607083,0.039948042,0.04801111,0.016528926,62.0,63.0
45040,20.17738359,60.0,5.189873418,8.71564701,259400.0,7.456503728,0.053303778,0.050589191,0.012048193,62.0,61.0
45069,18.09210526,56.0,1.64556962,1.79049855,234900.0,4.168514412,0.036909323,0.066615912,0.017142857,56.0,56.0
45238,12.76595745,56.5,0.379746835,0.417759978,115900.0,3.482142857,0.062113891,0.125442447,0.045146727,51.0,53.75
45014,16.83673469,53.0,0.632911392,2.193757768,164000.0,11.41304348,0.052737805,0.114598904,0.030434783,52.0,52.5
45231,20.90909091,62.0,5.949367089,1.700731943,109400.0,10.84093212,0.070329068,0.15065123,0.048991354,55.0,58.5
45211,15.63981043,61.5,1.898734177,0.13464991,97500.0,2.631578947,0.072892308,0.205128205,0.041330645,56.0,58.75
41017,23.52941176,61.0,7.341772152,7.846291949,215800.0,9.933774834,0.055078777,0.044739655,0.030716724,57.5,59.25
45036,22.08333333,59.0,5.82278481,3.110758183,212500.0,5.198019802,0.053887059,0.054565296,0.036666667,56.0,57.5
45103,24.60732984,59.0,6.708860759,1.153155641,162800.0,1.559575795,0.057493857,0.070936902,0.026954178,63.0,61.0
45150,18.58974359,61.0,4.430379747,3.562353266,171600.0,0.763358779,0.046148019,0.052692626,0.025157233,61.0,61.0
45215,25.0,74.0,9.620253165,2.163375224,133500.0,6.120826709,0.070659176,0.128865979,0.048421053,69.0,71.5
45005,16.57142857,61.5,3.164556962,5.469548405,135800.0,5.108359133,0.080154639,0.092061513,0.042889391,62.0,61.75
45230,16.14349776,57.0,1.012658228,1.50669797,166300.0,2.717726992,0.05828623,0.058121924,0.026058632,52.0,54.5
41011,21.23287671,72.0,9.240506329,6.601988676,153400.0,13.29394387,0.067229465,0.0819796,0.02764977,61.0,66.5
45239,19.11764706,63.0,5.443037975,1.791879575,109000.0,7.283464567,0.079917431,0.159225513,0.037195994,61.5,62.25
45236,18.71345029,54.0,1.772151899,1.224968927,152300.0,2.352150538,0.065607354,0.066002779,0.024561404,50.0,52.0
41018,17.24137931,59.0,2.53164557,3.40836901,128900.0,6.440957886,0.098440652,0.057705211,0.046511628,58.0,58.5
45042,12.24489796,70.0,3.924050633,3.286838834,123200.0,9.706144256,0.082061688,0.154185022,0.028571429,62.0,66.0
45240,11.88118812,59.5,0.886075949,0.478525066,130200.0,5.169628433,0.067104455,0.113630995,0.079002079,55.0,57.25
45244,27.41935484,58.0,6.329113924,1.300234774,250200.0,4.94966443,0.035419664,0.048762737,0.014925373,55.5,56.75
41051,19.11764706,56.0,2.405063291,5.916309902,179300.0,5.844155844,0.074288901,0.05013369,0.03,54.5,55.25
45212,16.23931624,57.0,1.265822785,1.5419141,131800.0,4.603174603,0.068042489,0.131483715,0.027522936,56.0,56.5
45039,15.01706485,64.5,2.784810127,2.367766883,213200.0,4.766584767,0.055830206,0.055144969,0.027491409,60.0,62.25
45241,12.4137931,54.0,0.126582278,1.455600055,235000.0,7.74873911,0.036668085,0.054646711,0.038216561,49.0,51.5
45248,18.40490798,58.0,2.278481013,1.125535147,136000.0,3.03030303,0.066330882,0.099002302,0.031007752,51.5,54.75
45202,16.38655462,82.0,7.088607595,1.778069327,298800.0,-2.193126023,0.040599063,0.147308782,0.0,75.5,78.75
45247,19.56521739,64.5,6.455696203,1.775307278,183600.0,2.972518228,0.057859477,0.08313872,0.011235955,61.0,62.75
45237,16.0,82.0,6.582278481,4.17483773,90600.0,5.348837209,0.098156733,0.218831735,0.047808765,81.0,81.5
41071,17.6,68.0,6.075949367,7.016296092,104600.0,13.81936888,0.081692161,0.123707239,0.025723473,62.5,65.25
45066,19.41747573,55.0,2.151898734,5.70501312,253900.0,4.057377049,0.050322962,0.062209302,0.015576324,55.0,55.0
45224,15.88785047,70.0,5.063291139,2.228283386,107500.0,3.764478764,0.085413953,0.155428186,0.030368764,67.0,68.5
45242,19.52380952,57.5,3.291139241,8.297887032,354600.0,12.35741445,0.070741681,0.044102019,0.0,58.0,57.75
45102,16.66666667,56.0,1.392405063,1.838834415,161600.0,2.864417568,0.060321782,0.068515063,0.019455253,52.0,54.0
45255,13.53383459,58.0,0.506329114,4.599502831,210600.0,6.578947368,0.036415005,0.052566019,0.009478673,55.0,56.5
45208,22.56410256,64.0,7.848101266,4.896423146,390700.0,4.353632479,0.035891989,0.06796748,0.004784689,63.0,63.5
47025,16.0,71.0,5.569620253,6.416240851,173000.0,5.167173252,0.07134104,0.071637427,0.027210884,64.0,67.5
45227,21.16788321,58.0,4.683544304,6.398978042,144500.0,14.04893449,0.086899654,0.074962519,0.02,53.0,55.5
41005,25.92592593,59.0,6.835443038,3.605165032,186500.0,6.267806268,0.058589812,0.068440145,0.03180212,55.0,57.0
41015,20.94594595,63.0,6.202531646,6.626156608,114400.0,6.91588785,0.113277972,0.104512373,0.050139276,61.0,62.0
45251,15.92920354,53.0,0.253164557,0.83966303,116400.0,3.100088574,0.074664948,0.138643811,0.043636364,53.0,53.0
45245,16.27906977,64.5,3.797468354,1.079270819,163500.0,1.113172542,0.059449541,0.055801594,0.031746032,52.0,58.25
45030,16.92307692,67.5,5.316455696,2.753763292,162000.0,4.381443299,0.062814815,0.066690067,0.036842105,68.0,67.75
41091,23.11557789,69.0,8.987341772,5.990194724,260800.0,5.501618123,0.041234663,0.054261514,0.014634146,68.5,68.75
45205,21.05263158,102.0,9.367088608,2.127468582,49600.0,32.97587131,0.133971774,0.398838335,0.04368932,59.0,80.5
41076,14.89361702,64.5,2.658227848,3.650048336,135700.0,3.98467433,0.066263817,0.076364784,0.016528926,61.0,62.75
41075,23.07692308,67.0,8.607594937,6.566082033,221800.0,7.669902913,0.067281335,0.064921822,0.010471204,61.5,64.25
41001,18.5483871,71.5,7.974683544,2.113658334,171200.0,0.587544066,0.062511682,0.063565891,0.029268293,61.0,66.25
45209,21.05263158,58.0,4.303797468,7.483082447,258400.0,5.598692276,0.055936533,0.075418994,0.0,55.0,56.5
45246,20.25316456,59.5,4.936708861,1.03576854,128000.0,4.746317512,0.075890625,0.09951325,0.038043478,58.0,58.75
45206,15.49295775,68.0,4.050632911,2.980941859,168900.0,5.5625,0.0639254,0.17067583,0.013422819,66.0,67.0
45223,29.88505747,71.5,9.746835443,6.981079961,121800.0,13.19702602,0.093719212,0.134751773,0.032894737,70.5,71.0
45243,20.1183432,68.0,7.721518987,2.97541776,399600.0,4.881889764,0.038388388,0.053669222,0.013605442,62.5,65.25
45249,29.78723404,74.0,10.0,6.508078995,371300.0,5.243764172,0.040113116,0.041666667,0.0,63.0,68.5
45233,16.12903226,60.0,2.025316456,0.345946692,204700.0,0.88713652,0.052139717,0.079819277,0.028301887,56.0,58.0
45213,28.57142857,55.5,5.696202532,3.839939235,175100.0,6.963958461,0.074237579,0.062198391,0.025862069,51.5,53.5
45002,27.5,63.0,8.481012658,1.067532109,190600.0,-0.365917407,0.063473242,0.078582435,0.013071895,58.0,60.5
41048,14.84375,58.5,0.759493671,3.22400221,205200.0,5.664263646,0.051569201,0.066126856,0.056122449,59.0,58.75
45067,24.3902439,54.0,4.556962025,3.180499931,147600.0,7.658643326,0.062710027,0.11875,0.0,50.5,52.25
41094,22.72727273,67.5,8.734177215,3.403535423,197900.0,6.915180983,0.049252148,0.081235154,0.035087719,62.0,64.75
45015,11.86440678,69.0,3.544303797,1.412788289,90200.0,5.497076023,0.087361419,0.197396963,0.021978022,59.0,64.0
45106,28.33333333,69.0,9.493670886,1.865073885,128900.0,5.138662316,0.060449961,0.084793273,0.033057851,65.0,67.0
45152,10.90909091,63.5,1.518987342,3.748101091,209500.0,4.854854855,0.042897375,0.060434372,0.0078125,64.0,63.75
45068,21.12676056,74.0,9.113924051,8.562353266,224700.0,7.769784173,0.04364486,0.066378845,0.0,66.5,70.25
47001,16.66666667,128.0,8.227848101,5.105648391,139400.0,10.81081081,0.073572453,0.096732026,0.033783784,72.5,100.25
45050,16.88311688,55.0,1.139240506,1.068222621,188700.0,5.951712521,0.043799682,0.092257002,0.035714286,55.5,55.25
41035,11.11111111,68.0,2.911392405,4.399254247,149900.0,4.459930314,0.08724483,0.096246391,0.04,67.0,67.5
45216,10.52631579,71.0,3.670886076,1.343046541,67300.0,13.87478849,0.099390788,0.314794216,0.06360424,59.0,65.0
45157,18.46153846,79.0,8.35443038,4.723795056,157000.0,3.357472021,0.060847134,0.073791349,0.022988506,78.0,78.5
41014,27.02702703,81.5,9.873417722,2.226211849,76200.0,25.74257426,0.135616798,0.171355499,0.052238806,60.0,70.75
45226,24.13793103,68.0,8.860759494,0.534456567,293400.0,0.859401856,0.02902863,0.088266954,0.012195122,59.0,63.5
41016,18.96551724,68.0,6.962025316,1.313354509,94400.0,7.150964813,0.148326271,0.130927835,0.05511811,61.0,64.5
44107,20.53231939,55.0,2.714285714,5.235464715,176000.0,5.832832231,0.058494318,0.057007543,0.027692308,56.0,55.5
44035,15.43026706,69.0,3.285714286,1.243612761,91900.0,4.789053592,0.083688792,0.209437267,0.054887611,64.0,66.5
44060,20.79646018,62.5,5.0,3.143902776,171900.0,5.524861878,0.047056428,0.078597703,0.037249284,58.0,60.25
44256,19.20903955,65.0,3.714285714,3.438751554,219200.0,6.979014153,0.017623175,0.042179537,0.031598513,62.0,63.5
44130,24.11347518,56.0,4.857142857,0.577958845,132500.0,3.921568627,0.046369811,0.075422004,0.034920635,53.0,54.5
44077,16.0,75.0,3.857142857,0.998480873,143200.0,2.873563218,0.051061453,0.127969271,0.043443918,69.5,72.25
44124,20.33492823,66.0,5.142857143,2.61566082,145800.0,3.038869258,0.048045267,0.099677986,0.033773862,64.0,65.0
44102,11.84834123,71.0,1.714285714,5.228559591,45900.0,35.79881657,0.142309368,0.339169585,0.061946903,65.5,68.25
44212,11.24031008,56.0,0.142857143,1.54467615,178500.0,5.061801059,0.026487395,0.045598934,0.040449438,54.0,55.0
44111,11.9047619,57.0,0.285714286,0.97431294,77000.0,12.24489796,0.065025974,0.183125599,0.058638743,52.5,54.75
44118,20.11494253,78.0,7.428571429,0.392211021,137700.0,4.635258359,0.044437182,0.169038833,0.061330561,72.0,75.0
44094,18.84057971,73.0,5.571428571,2.210330065,178000.0,7.423053712,0.037606742,0.092840798,0.028169014,64.0,68.5
44109,14.0,67.0,1.857142857,5.124982737,68900.0,15.79831933,0.081843251,0.272414781,0.049421661,61.0,64.0
44120,20.34632035,84.0,8.714285714,1.517055655,,,,0.278616852,0.065620542,91.0,87.5
44134,25.36231884,58.0,6.0,1.160060765,114400.0,3.905540418,0.050882867,0.110126582,0.047254151,58.5,58.25
44122,17.18213058,84.0,6.571428571,0.760944621,232800.0,1.97109067,0.035760309,0.128702323,0.041390728,83.0,83.5
44145,14.96598639,61.0,1.428571429,3.640381163,268500.0,4.76004682,0.025441341,0.055312678,0.006872852,61.0,61.0
44146,13.14285714,83.0,3.571428571,2.85250656,96600.0,7.692307692,0.080434783,0.242139143,0.061349693,84.5,83.75
44095,22.13740458,68.0,7.714285714,0.180223726,117900.0,1.375752365,0.07783715,0.146146899,0.05046344,59.0,63.5
44121,20.67901235,89.0,9.142857143,0.11117249,90100.0,3.921568627,0.053152053,0.265705839,0.067454798,72.0,80.5
44070,20.0,54.0,2.142857143,2.350504074,161700.0,5.136540962,0.04296846,0.064409031,0.030927835,53.0,53.5
44039,12.42937853,58.0,0.857142857,3.165999171,181100.0,10.69682152,0.028106019,0.067357513,0.021696252,58.0,58.0
44133,13.7755102,56.0,0.714285714,1.733876536,207900.0,6.125574273,0.031645022,0.061662198,0.02173913,55.5,55.75
44281,16.74641148,62.0,2.428571429,1.849192101,182400.0,7.105108632,0.019413377,0.056069959,0.033639144,55.5,58.75
44128,11.18881119,96.0,4.0,0.153293744,,,,0.466073415,0.066825776,89.0,92.5
44106,12.82051282,67.0,1.571428571,0.100814805,103000.0,3.206412826,0.074825243,0.210991168,0.079069767,68.0,67.5
44129,23.11557789,58.0,5.285714286,2.315287944,111300.0,6.507177033,0.05032345,0.113215149,0.044483986,53.0,55.5
44052,14.56953642,82.0,4.571428571,1.912719238,60800.0,4.647160069,0.117236842,0.347186147,0.057356608,74.0,78.0
44125,14.4,87.0,5.714285714,0.495787875,65700.0,1.388888889,0.053242009,0.364298725,0.06,82.0,84.5
44135,14.28571429,55.0,0.571428571,3.211572987,79900.0,13.98002853,0.067922403,0.208726716,0.041564792,61.0,58.0
44143,20.80924855,75.0,7.142857143,2.425769921,191100.0,7.239057239,0.042993197,0.106215766,0.049327354,62.0,68.5
44136,24.81751825,63.0,6.714285714,4.54080928,212400.0,4.015670911,0.032495292,0.046698523,0.018604651,59.0,61.0
44116,21.6374269,60.0,4.714285714,6.003314459,249900.0,3.435430464,0.039755902,0.054779807,0.034313725,63.0,61.5
44012,20.89552239,69.0,6.428571429,6.036459053,253100.0,9.614551754,0.021015409,0.058941863,0.017064846,63.0,66.0
44144,17.5,63.0,3.142857143,1.414169314,91800.0,7.117852975,0.050326797,0.179409792,0.042990654,62.0,62.5
44137,16.75977654,117.0,8.571428571,1.149012567,56000.0,1.818181818,0.070410714,0.466624082,0.073237509,117.0,117.0
44138,16.86046512,61.5,2.285714286,4.004971689,174200.0,5.320435308,0.038163031,0.074092742,0.034013605,62.0,61.75
44024,23.56687898,78.0,9.428571429,2.98715647,224400.0,3.601108033,0.027517825,0.054197349,0.043478261,85.5,81.75
44139,24.19354839,64.0,6.857142857,2.598398011,284600.0,4.172767204,0.032947997,0.046703911,0.033492823,61.0,62.5
44110,16.32653061,105.0,7.857142857,1.941720757,,,,0.617370892,0.081749049,102.5,103.75
44001,18.95424837,61.5,3.0,3.35865212,153500.0,6.008287293,0.046149837,0.099489796,0.048717949,58.5,60.0
44131,19.40298507,57.0,2.571428571,2.918795746,186600.0,3.955431755,0.03766881,0.050929463,0.045,54.0,55.5
44011,19.67213115,74.0,6.142857143,5.479215578,287100.0,6.215316315,0.020306513,0.05296844,0.025,69.5,71.75
44053,21.37931034,78.0,8.857142857,1.233945588,125600.0,3.459637562,0.06080414,0.153010859,0.03655914,66.0,72.0
44123,21.77419355,72.0,8.428571429,0.065598674,69800.0,-0.711237553,0.100773639,0.293764434,0.078616352,72.0,72.0
44147,12.65822785,62.0,1.142857143,2.1005386,233400.0,5.467690917,0.035908312,0.063347165,0.021834061,57.0,59.5
44149,27.20588235,62.5,7.0,5.263085209,211100.0,6.994424734,0.035551871,0.041782087,0.011049724,54.0,58.25
44142,12.0,58.0,0.428571429,2.262118492,122100.0,6.358885017,0.045937756,0.094449047,0.035087719,55.0,56.5
44017,12.14285714,61.0,1.0,1.428670073,135400.0,3.201219512,0.033936484,0.070138471,0.068669528,55.5,58.25
44126,17.14285714,54.5,1.285714286,7.804170695,169700.0,6.394984326,0.048461992,0.062281723,0.023364486,59.0,56.75
44057,18.68131868,84.5,7.571428571,0.959812181,135100.0,4.891304348,0.05726869,0.129844961,0.077114428,84.0,84.25
44055,39.82300885,77.0,9.571428571,0.188509874,54900.0,2.234636872,0.113260474,0.343307087,0.051987768,66.0,71.5
44092,20.83333333,76.0,8.285714286,2.538323436,119000.0,3.119584055,0.072571429,0.144947735,0.048076923,78.0,77.0
44089,14.64968153,76.0,3.428571429,2.658472587,139600.0,3.946388682,0.057356734,0.111524164,0.026666667,62.0,69.0
44132,22.72727273,86.0,9.714285714,1.39552548,76500.0,-3.773584906,0.105124183,0.305301645,0.071856287,83.0,84.5
44022,14.62450593,87.0,5.857142857,2.946416241,347000.0,3.861119425,0.030504323,0.064602065,0.005154639,87.0,87.0
44023,25.29411765,98.0,10.0,1.4804585,291300.0,1.216122307,0.02389976,0.05327195,0.037037037,89.5,93.75
44140,21.95121951,60.5,5.428571429,5.666344428,247100.0,2.276490066,0.051630919,0.0486013,0.023255814,61.0,60.75
44119,14.70588235,78.0,4.428571429,0.254799061,67300.0,-0.737463127,0.099910847,0.416164053,0.068115942,79.0,78.5
44141,21.42857143,65.0,6.285714286,4.235602817,270300.0,5.298013245,0.034839068,0.047216891,0.032520325,66.0,65.5
44117,34.42622951,84.0,9.857142857,2.397458915,86000.0,1.176470588,0.069209302,0.298401421,0.083333333,78.0,81.0
44054,18.36734694,68.0,4.142857143,4.781107582,121600.0,4.647160069,0.058930921,0.113595707,0.011811024,60.5,64.25
44044,20.93023256,74.5,8.142857143,1.470791327,160400.0,3.617571059,0.047138404,0.079437131,0.051428571,67.0,70.75
44028,15.49295775,62.0,2.0,7.198591355,206200.0,11.39924365,0.015926285,0.071518193,0.035087719,64.0,63.0
44233,21.42857143,79.0,9.0,4.661648944,312800.0,11.00070972,-0.011975703,0.033464567,0.0,60.0,69.5
44081,16.66666667,65.0,2.857142857,0.561386549,172000.0,1.474926254,0.052459302,0.096599691,0.056,65.0,65.0
80918,25.0,44.0,5.6,8.115591769,273400.0,7.173657389,0.076550841,0.056867892,0.002564103,43.0,43.5
80909,28.57142857,42.0,6.0,8.583759149,237000.0,10.38658593,0.085299578,0.061662198,0.018115942,42.0,42.0
80906,20.22058824,55.0,6.4,6.358237812,345200.0,4.51105056,0.06698146,0.08065199,0.01312336,55.0,55.0
80916,18.23899371,41.0,1.6,8.955945311,211400.0,10.68062827,0.092767266,0.097856477,0.011904762,43.0,42.0
80920,31.25,46.0,8.8,6.344427565,336800.0,5.546850517,0.067461401,0.071349645,0.002212389,47.0,46.5
80907,19.35483871,42.0,2.4,7.575611103,254900.0,6.296914095,0.079952923,0.070978821,0.004032258,42.0,42.0
80917,17.6056338,40.0,0.8,6.757353957,251800.0,8.161512027,0.095440826,0.065648507,0.010416667,40.0,40.0
80910,16.66666667,43.0,2.0,8.817842839,201500.0,9.809264305,0.100630273,0.095529109,0.01010101,44.0,43.5
80911,26.08695652,43.0,5.2,8.331722138,233500.0,8.101851852,0.085233405,0.079955135,0.012024048,46.0,44.5
80919,25.0,46.0,6.8,8.17152327,380700.0,5.427859319,0.062440242,0.06216847,0.003412969,47.0,46.5
80923,22.79792746,42.0,4.0,8.351056484,296800.0,5.585200996,0.074070081,0.082795886,0.004210526,42.0,42.0
80817,21.83908046,45.5,4.4,6.131059246,241200.0,7.247665629,0.083598673,0.118718455,0.014787431,48.0,46.75
80904,19.29824561,44.0,3.2,5.594531142,271500.0,8.253588517,0.079244936,0.066198225,0.005586592,47.0,45.5
80132,19.89795918,57.0,7.2,6.47148184,482100.0,7.133333333,0.045934453,0.047400612,0.0,55.0,56.0
80922,16.12903226,41.0,0.4,6.64134788,282900.0,6.473466315,0.077271121,0.088392692,0.008350731,41.0,41.0
80831,31.38686131,49.0,9.2,7.499654744,339000.0,6.738035264,0.061477876,0.080212809,0.010204082,50.0,49.5
80915,21.875,42.0,3.6,8.663168071,232000.0,6.373223292,0.086155172,0.068242344,0.0,45.0,43.5
80921,28.01932367,56.0,9.6,7.028725314,448000.0,4.599579734,0.054819196,0.066189624,0.0,55.0,55.5
80905,15.73033708,42.0,1.2,7.900151913,236100.0,11.47308782,0.079970352,0.074519231,0.019354839,43.0,42.5
80908,21.3592233,66.5,8.0,7.736500483,497000.0,5.789697744,0.059774648,0.053798619,0.013513514,65.0,65.75
80903,12.82051282,49.0,2.8,7.831791189,252000.0,8.573890564,0.081059524,0.103357472,0.0,46.0,47.5
80863,27.77777778,51.0,8.4,9.674078166,340100.0,8.519463944,0.070232285,0.040517727,0.0,55.0,53.0
80924,23.33333333,55.0,7.6,2.984394421,439200.0,3.195488722,0.053258197,0.102656138,0.0,56.0,55.5
80925,23.03664921,45.0,4.8,3.466372048,281300.0,6.512684589,0.073327408,0.131709742,0.018867925,48.0,46.5
80816,29.48717949,56.5,10.0,8.63969065,256700.0,8.679085521,0.086147254,0.05363528,0.022222222,51.5,54.0
29072,18.79936809,76.0,6.538461538,5.609031902,204300.0,5.146680391,0.027126774,0.084223346,0.033370412,70.5,73.25
29223,19.68503937,74.0,5.961538462,0.433641762,120800.0,3.690987124,0.039213576,0.181989559,0.046215139,66.5,70.25
29229,18.20224719,74.0,3.461538462,0.219582931,149100.0,3.040774015,0.040603622,0.196563246,0.051966974,67.0,70.5
29073,16.66666667,64.0,1.538461538,2.175804447,131700.0,5.36,0.03611997,0.112113223,0.064356436,58.5,61.25
29210,17.90123457,77.0,4.615384615,0.95083552,103400.0,9.302325581,0.030638298,0.182365333,0.057755776,77.0,77.0
29203,12.64367816,93.0,2.692307692,0.025548957,,,,0.27124834,0.074663403,71.0,82.0
29063,20.4620462,68.0,4.230769231,1.416240851,151700.0,4.261168385,0.036170073,0.095009341,0.053370787,62.0,65.0
